O,MO,O_tilde,MO_tilde,SE,MSE,rank,precision,recall,f1,method,sim,delta,lam,rho
0.8,0.7854518,0.090909090909091,0.041098908,7.566511432623814,10.307003,16.857142857142858,0.8333333333333334,0.35714285714285715,0.5,random,1,0.3,0.3,0.32
0.84,0.7923029,0.2727272727272725,0.071719095,7.3532375912217915,10.253087,14.642857142857142,1.0,0.42857142857142855,0.6,gnn,1,0.3,0.3,0.34
0.82,0.7963622,0.1818181818181815,0.08986179,7.583112859533463,10.005399,13.428571428571429,0.8571428571428571,0.42857142857142855,0.5714285714285714,random,1,0.3,0.3,0.34
0.84,0.79663575,0.2727272727272725,0.09108429,7.418313188093373,9.721079,13.785714285714286,1.0,0.42857142857142855,0.6,gnn,1,0.3,0.3,0.36
0.8,0.80965704,0.090909090909091,0.1492816,8.97100875720144,8.763497,14.928571428571429,0.75,0.42857142857142855,0.5454545454545454,random,1,0.3,0.3,0.36
0.86,0.802633,0.3636363636363635,0.11788834,7.111702608023597,9.299173,13.428571428571429,1.0,0.5,0.6666666666666666,gnn,1,0.3,0.3,0.38
0.8,0.8171379,0.090909090909091,0.18271655,8.925474588694268,8.72764,13.142857142857142,0.75,0.42857142857142855,0.5454545454545454,random,1,0.3,0.3,0.38
0.86,0.8099384,0.3636363636363635,0.150539,6.833499004742423,8.898306,13.785714285714286,1.0,0.5,0.6666666666666666,gnn,1,0.3,0.3,0.4
0.8,0.8283618,0.090909090909091,0.23288067,8.93378764605004,8.536327,15.214285714285714,0.75,0.42857142857142855,0.5454545454545454,random,1,0.3,0.3,0.4
0.86,0.81593764,0.3636363636363635,0.17735212,6.77953017788905,8.498443,13.642857142857142,1.0,0.5,0.6666666666666666,gnn,1,0.3,0.3,0.42
0.82,0.8323581,0.1818181818181815,0.25074178,8.746633943447637,8.450916,13.0,0.7777777777777778,0.5,0.6086956521739131,random,1,0.3,0.3,0.42
0.86,0.82193774,0.3636363636363635,0.20416895,6.777419098897625,8.4609375,12.571428571428571,1.0,0.5,0.6666666666666666,gnn,1,0.3,0.3,0.44
