O,MO,O_tilde,MO_tilde,SE,MSE,rank,precision,recall,f1,method,sim,delta,lam,rho
0.76,0.83571005,-0.090909090909091,0.24126269,7.790924971243016,9.263169,12.066666666666666,0.6666666666666666,0.4,0.5,random,1,0.3,0.3,0.42
0.86,0.82811004,0.3636363636363635,0.2061637,9.489707666534724,8.988538,11.2,1.0,0.5333333333333333,0.6956521739130436,gnn,1,0.3,0.3,0.44
0.78,0.836143,0.0,0.24326226,7.320687654520898,9.174215,11.933333333333334,0.7,0.4666666666666667,0.56,random,1,0.3,0.3,0.44
0.86,0.8324432,0.3636363636363635,0.22617535,9.329873725766367,8.567406,12.2,1.0,0.5333333333333333,0.6956521739130436,gnn,1,0.3,0.3,0.46
0.8,0.84214294,0.090909090909091,0.2709716,6.921596230202099,8.690901,12.133333333333333,0.7272727272727273,0.5333333333333333,0.6153846153846153,random,1,0.3,0.3,0.46
0.86,0.83677626,0.3636363636363635,0.24618673,8.994586407009324,8.217952,11.666666666666666,1.0,0.5333333333333333,0.6956521739130436,gnn,1,0.3,0.3,0.48
0.8,0.84847206,0.090909090909091,0.30020124,6.863789766894745,8.511578,11.533333333333333,0.7272727272727273,0.5333333333333333,0.6153846153846153,random,1,0.3,0.3,0.48
0.88,0.84277487,0.4545454545454545,0.27389002,8.618086171675646,7.9272766,11.066666666666666,1.0,0.6,0.7499999999999999,gnn,1,0.3,0.3,0.5
0.8,0.85412496,0.090909090909091,0.32630795,7.300310872547328,7.8563194,12.2,0.7272727272727273,0.5333333333333333,0.6153846153846153,random,1,0.3,0.3,0.5
0.88,0.8463417,0.4545454545454545,0.29036278,8.239653257465685,7.756066,9.6,1.0,0.6,0.7499999999999999,gnn,1,0.3,0.3,0.52
0.8,0.85978156,0.090909090909091,0.35243174,7.350316473399167,7.7847567,11.666666666666666,0.7272727272727273,0.5333333333333333,0.6153846153846153,random,1,0.3,0.3,0.52
0.9,0.8547736,0.5454545454545455,0.32930344,7.318370381105322,6.801357,9.4,1.0,0.6666666666666666,0.8,gnn,1,0.3,0.3,0.54
0.8,0.8657817,0.090909090909091,0.38014215,7.320169265129567,7.4702744,11.6,0.7272727272727273,0.5333333333333333,0.6153846153846153,random,1,0.3,0.3,0.54
0.9,0.86077315,0.5454545454545455,0.35701114,7.0554839007283405,6.7010045,9.333333333333334,1.0,0.6666666666666666,0.8,gnn,1,0.3,0.3,0.56
0.82,0.869393,0.1818181818181815,0.39682,7.264374640951684,7.471577,10.6,0.75,0.6,0.6666666666666665,random,1,0.3,0.3,0.56
