sim,method,graph_kind,N,d,delta,lam,rho,k,subset_size,mean_pairwise_distance,boundary_size,density,mean_degree,degree_bias
1,greedyWarmStartMOV,rrg,500,3,0.3,0.3,0.4,200,200,7.118492462311558,229,0.006532663316582915,3.0,1.0
1,greedyWarmStartMOV,rrg,500,3,0.3,0.3,0.5,250,250,7.133847389558233,209,0.006714859437751004,3.0,1.0
1,greedyWarmStartMOV,rrg,500,3,0.3,0.3,0.6000000000000001,300,300,7.136276477146042,177,0.00633221850613155,3.0,1.0
1,greedyWarmStartMOV,rrg,500,3,0.3,0.3,0.7000000000000001,350,350,7.152009823986901,141,0.006172738436348752,3.0,1.0
1,greedyWarmStartMOV,rrg,500,3,0.3,0.3,0.8,400,400,7.13827067669173,98,0.0060526315789473685,3.0,1.0
1,greedyWarmStartMOV,rrg,500,3,0.3,0.3,0.9,450,450,7.140826528087107,50,0.0059589210591437765,3.0,1.0
1,greedyWarmStartMOV,rrg,500,3,0.3,0.3,1.0,500,500,7.140184368737475,0,0.006012024048096192,3.0,1.0
2,greedyWarmStartMOV,rrg,500,3,0.3,0.3,0.0,0,0,,0,0.0,,
2,greedyWarmStartMOV,rrg,500,3,0.3,0.3,0.1,50,50,7.12734693877551,126,0.0032653061224489797,3.0,1.0
2,greedyWarmStartMOV,rrg,500,3,0.3,0.3,0.2,100,100,7.153939393939394,203,0.004242424242424243,3.0,1.0
2,greedyWarmStartMOV,rrg,500,3,0.3,0.3,0.30000000000000004,150,150,7.10496644295302,224,0.005906040268456376,3.0,1.0
2,greedyWarmStartMOV,rrg,500,3,0.3,0.3,0.4,200,200,7.108140703517588,231,0.005879396984924623,3.0,1.0
2,greedyWarmStartMOV,rrg,500,3,0.3,0.3,0.5,250,250,7.114923694779116,209,0.0063614457831325305,3.0,1.0
2,greedyWarmStartMOV,rrg,500,3,0.3,0.3,0.6000000000000001,300,300,7.1059308807134896,188,0.006153846153846154,3.0,1.0
2,greedyWarmStartMOV,rrg,500,3,0.3,0.3,0.7000000000000001,350,350,7.128612361850184,149,0.006139991813344249,3.0,1.0
2,greedyWarmStartMOV,rrg,500,3,0.3,0.3,0.8,400,400,7.1254010025062655,100,0.005989974937343359,3.0,1.0
2,greedyWarmStartMOV,rrg,500,3,0.3,0.3,0.9,450,450,7.12571145756001,50,0.006018312298935907,3.0,1.0
2,greedyWarmStartMOV,rrg,500,3,0.3,0.3,1.0,500,500,7.1345250501002,0,0.006012024048096192,3.0,1.0
3,greedyWarmStartMOV,rrg,500,3,0.3,0.3,0.0,0,0,,0,0.0,,
3,greedyWarmStartMOV,rrg,500,3,0.3,0.3,0.1,50,50,7.084081632653061,135,0.0016326530612244899,3.0,1.0
3,greedyWarmStartMOV,rrg,500,3,0.3,0.3,0.2,100,100,7.089292929292929,207,0.004646464646464647,3.0,1.0
3,greedyWarmStartMOV,rrg,500,3,0.3,0.3,0.30000000000000004,150,150,7.071767337807606,234,0.005727069351230425,3.0,1.0
3,greedyWarmStartMOV,rrg,500,3,0.3,0.3,0.4,200,200,7.071507537688443,234,0.006381909547738694,3.0,1.0
3,greedyWarmStartMOV,rrg,500,3,0.3,0.3,0.5,250,250,7.0503775100401604,209,0.006682730923694779,3.0,1.0
3,greedyWarmStartMOV,rrg,500,3,0.3,0.3,0.6000000000000001,300,300,7.040222965440357,175,0.006599777034559644,3.0,1.0
3,greedyWarmStartMOV,rrg,500,3,0.3,0.3,0.7000000000000001,350,350,7.047187883749488,141,0.006189111747851003,3.0,1.0
3,greedyWarmStartMOV,rrg,500,3,0.3,0.3,0.8,400,400,7.050350877192982,99,0.006115288220551378,3.0,1.0
3,greedyWarmStartMOV,rrg,500,3,0.3,0.3,0.9,450,450,7.056431576342489,50,0.006008413758970552,3.0,1.0
3,greedyWarmStartMOV,rrg,500,3,0.3,0.3,1.0,500,500,7.055406813627254,0,0.006012024048096192,3.0,1.0
