method,metric,delta,lambda,rho,sim,graph,selected_sensor,p_inf_selected,cand_mean_p_inf,cand_std_p_inf,rank_in_candidates,neigh_mean_p_inf,neigh_std_p_inf,true_state_t0,entropy_selected,entropy_cand_mean,entropy_neigh_mean
sequential,ov,0.1,0.3,0.57,2,rrg,28,0.9648463,0.15282631,0.23868321,2,0.06667849,0.047100767,1,0.15796617,1.5716928,1.4171419
sequential,ov,0.1,0.3,0.5733333333333334,2,rrg,242,0.011791439,0.11105551,0.13677356,58,7.3981435e-05,1.04634855e-05,0,1.2576742,1.4837608,0.008545507
sequential,ov,0.1,0.3,0.5766666666666667,2,rrg,125,0.036370747,0.14940351,0.21946569,49,0.031883758,0.044975348,0,1.9311006,1.4427142,0.7703922
sequential,ov,0.1,0.3,0.58,2,rrg,24,0.39207047,0.13456938,0.18794908,5,0.034292955,0.046462275,0,0.67773664,1.517568,0.866189
sequential,ov,0.1,0.3,0.5833333333333334,2,rrg,68,0.9111392,0.120351665,0.18659005,2,0.06389439,0.045081936,0,0.30332446,1.5045034,1.2774483
sequential,ov,0.1,0.3,0.5866666666666667,2,rrg,215,0.09998374,0.10625638,0.133057,14,0.3663899,0.44925204,0,1.8550273,1.6115181,0.68559116
sequential,ov,0.1,0.3,0.59,2,rrg,204,0.094195485,0.11971219,0.13332954,42,0.06113987,0.043691915,0,2.2399638,1.5774909,1.6329551
sequential,ov,0.1,0.3,0.5933333333333334,2,rrg,266,0.099983715,0.09606553,0.13230233,21,0.31434342,0.4444016,0,2.211809,1.4098823,0.09016073
sequential,ov,0.1,0.3,0.5966666666666667,2,rrg,263,0.09998373,0.12548839,0.19238001,16,0.08324516,0.01716787,0,1.7296857,1.5467266,0.5498945
sequential,ov,0.1,0.3,0.6,2,rrg,229,0.9915048,0.12508215,0.17686655,1,0.05138145,0.040835515,0,0.068294115,1.5734664,0.72910404
sequential,ov,0.1,0.3,0.6033333333333334,2,rrg,240,0.09998372,0.12751621,0.17999125,20,0.058418605,0.041252982,0,2.372543,1.5279057,1.3306493
sequential,ov,0.1,0.3,0.6066666666666667,2,rrg,59,0.22595057,0.10922469,0.1572672,3,0.1338685,0.03062172,0,2.2240572,1.6807805,2.277098
sequential,ov,0.1,0.3,0.61,2,rrg,243,0.05966975,0.105452664,0.1209957,42,0.004751077,0.006603949,0,1.806451,1.4275669,0.2675543
sequential,ov,0.1,0.3,0.6133333333333333,2,rrg,98,0.1421513,0.110462986,0.15411015,8,0.06790952,0.068735614,1,2.0950038,1.5251012,0.7484364
sequential,ov,0.1,0.3,0.6166666666666667,2,rrg,253,0.09998374,0.09167473,0.14663096,6,0.073042735,0.038100287,0,1.8256521,1.4384916,1.9240961
sequential,ov,0.1,0.3,0.62,2,rrg,35,0.029937511,0.116197065,0.18012817,44,0.067623235,0.047779225,0,0.14354217,1.4027069,0.9413312
sequential,ov,0.1,0.3,0.6233333333333333,2,rrg,191,0.09998372,0.0845929,0.062361438,19,0.15603001,0.15482102,0,1.6492925,1.5917859,0.33790907
sequential,ov,0.1,0.3,0.6266666666666667,2,rrg,85,0.80879045,0.10605751,0.15655948,2,0.033434723,0.047057297,0,0.5088315,1.3569328,0.55814224
sequential,ov,0.1,0.3,0.63,2,rrg,47,0.09998373,0.089077204,0.063149594,16,0.39414057,0.42782816,0,2.0235555,1.6305556,1.5504688
sequential,ov,0.1,0.3,0.6333333333333333,2,rrg,127,0.09998372,0.08183973,0.1088293,17,0.0624292,0.04443258,0,2.1585548,1.5410199,0.88074833
sequential,ov,0.1,0.3,0.6366666666666667,2,rrg,152,0.005578532,0.109953165,0.14826068,59,0.012770792,0.01795681,0,1.9331713,1.5461993,0.8223074
sequential,ov,0.1,0.3,0.64,2,rrg,158,0.099983715,0.11053238,0.15994716,28,0.06329165,0.044884797,0,2.0449862,1.5044193,1.4657735
sequential,ov,0.1,0.3,0.6433333333333333,2,rrg,81,0.0066011352,0.10039396,0.13128199,57,0.009572347,0.01339866,0,0.05286905,1.4285502,0.6762065
sequential,ov,0.1,0.3,0.6466666666666666,2,rrg,122,0.03133796,0.09418008,0.12867598,46,0.00010594656,3.7054713e-05,0,0.1491315,1.5509791,0.011763882
sequential,ov,0.1,0.3,0.65,2,rrg,110,0.09996745,0.10083527,0.1433031,21,0.17873342,0.123341106,0,2.3732471,1.5269558,1.8640757
sequential,ov,0.1,0.3,0.6533333333333333,2,rrg,299,0.09998372,0.0939859,0.12483799,15,0.10171162,0.0457557,0,2.4667757,1.4858447,1.5307527
sequential,ov,0.1,0.3,0.6566666666666666,2,rrg,116,0.617677,0.10885082,0.15988873,3,0.019214885,0.026855987,0,1.0841047,1.5695662,0.56013167
sequential,ov,0.1,0.3,0.66,2,rrg,120,0.0295638,0.12306496,0.17473447,45,0.36665094,0.44957337,0,2.3692822,1.4579201,0.655481
sequential,ov,0.1,0.3,0.6633333333333333,2,rrg,173,0.099983715,0.10512719,0.12885588,26,0.36338332,0.450582,0,2.0876517,1.4973502,0.99601483
sequential,ov,0.1,0.3,0.6666666666666666,2,rrg,79,0.06322974,0.11321866,0.15051907,43,0.05235221,0.040854555,0,2.28484,1.3867477,1.3673099
sequential,ov,0.1,0.3,0.67,2,rrg,140,0.09998366,0.10765757,0.15866852,32,0.69384766,0.43169883,0,2.2216854,1.5142772,0.83451825
sequential,ov,0.1,0.3,0.6733333333333333,2,rrg,202,0.03218211,0.108252026,0.13441369,49,0.04040822,0.057030767,0,2.0130885,1.5262053,0.58327764
sequential,ov,0.1,0.3,0.6766666666666666,2,rrg,225,0.026511038,0.108216934,0.15036054,49,0.02918412,0.031183757,0,1.988501,1.436571,1.4300512
sequential,ov,0.1,0.3,0.68,2,rrg,224,0.09996746,0.11628265,0.1515114,19,0.061152477,0.043661878,0,2.2708213,1.5770905,1.5752277
sequential,ov,0.1,0.3,0.6833333333333333,2,rrg,206,0.09996746,0.11771848,0.153149,19,0.01295846,0.018095853,0,2.1225865,1.4987148,0.58934975
sequential,ov,0.1,0.3,0.6866666666666666,2,rrg,157,0.10559001,0.11754743,0.15174034,13,0.04890338,0.03673995,0,2.1624537,1.5000492,1.6341333
sequential,ov,0.1,0.3,0.69,2,rrg,276,0.0074981316,0.12341206,0.16713041,59,8.809941e-05,5.312482e-05,0,1.8110313,1.4722729,0.009852055
sequential,ov,0.1,0.3,0.6933333333333334,2,rrg,269,0.09996745,0.09650123,0.09465659,24,0.066756114,0.046967927,0,2.330682,1.4906507,0.7924609
sequential,ov,0.1,0.3,0.6966666666666667,2,rrg,163,0.40479052,0.120648965,0.15704757,3,0.14401577,0.10190738,1,1.9812899,1.370329,1.0314388
sequential,ov,0.1,0.3,0.7,2,rrg,12,0.0110445265,0.09063659,0.0972474,55,0.002629958,0.0033545317,0,0.068083525,1.412443,0.17572974
sequential,ov,0.1,0.3,0.7033333333333334,2,rrg,131,0.099967465,0.11357666,0.15400222,12,0.02788628,0.03920698,0,1.9314687,1.4802394,0.8399065
sequential,ov,0.1,0.3,0.7066666666666667,2,rrg,93,0.099967346,0.1216479,0.1670007,33,0.6655274,0.47048387,0,1.8595088,1.5338078,0.017406447
sequential,ov,0.1,0.3,0.71,2,rrg,130,0.3193844,0.101924695,0.12976941,3,0.04319943,0.04183446,0,0.6459619,1.3671926,1.1146734
sequential,ov,0.1,0.3,0.7133333333333334,2,rrg,154,0.04548007,0.107241355,0.14746015,47,0.028627044,0.040257365,0,2.1888757,1.5454338,0.83877116
sequential,ov,0.1,0.3,0.7166666666666667,2,rrg,49,0.0041282917,0.090966485,0.099070586,58,0.6654927,0.47053295,0,0.04260109,1.5163275,0.013914
sequential,ov,0.1,0.3,0.72,2,rrg,254,0.015630934,0.1243334,0.16553292,55,0.04295824,0.033914078,0,2.2386088,1.4733592,1.6597872
sequential,ov,0.1,0.3,0.7233333333333334,2,rrg,27,0.97223675,0.12338881,0.16462159,1,0.010165262,0.013911592,1,0.14747536,1.4185054,0.8043349
sequential,ov,0.1,0.3,0.7266666666666667,2,rrg,103,0.065595746,0.092927605,0.093580246,37,0.6654951,0.4705296,0,1.2507979,1.4395883,0.0141673265
sequential,ov,0.1,0.3,0.73,2,rrg,150,0.016910437,0.09553481,0.09953793,55,0.047258418,0.040949855,0,1.1235254,1.4723052,1.2281263
sequential,ov,0.1,0.3,0.7333333333333333,2,rrg,137,0.099967465,0.106714204,0.12193058,12,0.033430997,0.04704839,0,2.1399462,1.4844893,0.6314383
sequential,ov,0.1,0.3,0.7366666666666667,2,rrg,147,0.09996746,0.1090345,0.12128047,16,0.14580365,0.034765534,0,2.4524863,1.5543162,2.3248615
sequential,ov,0.1,0.3,0.74,2,rrg,41,0.027336743,0.098904885,0.10010589,51,0.045333505,0.06368793,0,1.3378874,1.4272773,0.605501
sequential,ov,0.1,0.3,0.7433333333333333,2,rrg,189,0.09996745,0.09621573,0.1001619,22,0.39938155,0.42343548,0,0.34066406,1.472916,1.5114244
sequential,ov,0.1,0.3,0.7466666666666667,2,rrg,295,0.09996745,0.10556819,0.12532593,23,0.059138793,0.042717982,0,2.2156868,1.4079264,0.22350664
sequential,ov,0.1,0.3,0.75,2,rrg,124,0.20200904,0.09663201,0.1226343,4,0.012416049,0.008010149,0,0.6188536,1.4776382,1.2585363
sequential,ov,0.1,0.3,0.7533333333333333,2,rrg,44,0.00061045063,0.10311441,0.12320821,60,0.00014820755,6.7982204e-05,0,0.027361851,1.4480019,0.015810894
sequential,ov,0.1,0.3,0.7566666666666667,2,rrg,272,0.09996745,0.09912276,0.12465346,20,0.008332134,0.0116245765,0,1.7790277,1.4366585,0.052361313
sequential,ov,0.1,0.3,0.76,2,rrg,2,0.043232143,0.084744975,0.089072034,42,0.34086272,0.46491703,0,0.19383559,1.5105929,0.72499776
sequential,ov,0.1,0.3,0.7633333333333333,2,rrg,145,0.15582718,0.102772936,0.123474054,8,0.3661133,0.44881302,0,0.45640048,1.5407157,0.7480678
sequential,ov,0.1,0.3,0.7666666666666667,2,rrg,105,0.06263856,0.08064239,0.05150034,39,0.10978752,0.10272548,0,1.674773,1.5322398,1.4744244
sequential,ov,0.1,0.3,0.77,2,rrg,56,0.093647614,0.093952365,0.123651706,31,0.3661249,0.4488035,0,0.32656083,1.5079381,0.5900946
sequential,ov,0.1,0.3,0.7733333333333333,2,rrg,264,0.051601235,0.09695286,0.123400606,38,0.060206488,0.056203876,1,2.3702104,1.5138756,1.2649752
sequential,ov,0.1,0.3,0.7766666666666666,2,rrg,88,0.022689508,0.09468787,0.122399636,51,0.008045192,0.011091371,0,0.2753812,1.5381604,0.056810755
sequential,ov,0.1,0.3,0.78,2,rrg,34,0.8396603,0.11408537,0.15390033,1,0.002524821,0.0031558224,0,0.6698329,1.527938,0.17132552
sequential,ov,0.1,0.3,0.7833333333333333,2,rrg,149,0.039213244,0.09547326,0.1237132,44,0.00013245216,5.011451e-05,0,0.20214345,1.5357548,0.014346865
sequential,ov,0.1,0.3,0.7866666666666666,2,rrg,239,0.099967465,0.0962257,0.12287177,12,0.36146793,0.4423003,0,2.0823004,1.5399323,0.8151634
sequential,ov,0.1,0.3,0.79,2,rrg,256,0.09996744,0.09839854,0.12261559,32,0.38116053,0.43703693,0,1.8157991,1.5955259,1.3877617
sequential,ov,0.1,0.3,0.7933333333333333,2,rrg,162,0.099967465,0.086265676,0.098736204,11,0.03502379,0.025985178,0,2.1853073,1.559195,0.15272868
sequential,ov,0.1,0.3,0.7966666666666666,2,rrg,78,0.055626016,0.09382857,0.12438669,37,0.3542721,0.45657238,0,2.0739896,1.5401415,0.09390005
sequential,ov,0.1,0.3,0.8,2,rrg,259,0.09996746,0.09420411,0.12431236,16,0.363795,0.44867083,0,1.9442762,1.5314658,1.6048278
sequential,ov,0.1,0.3,0.8033333333333333,2,rrg,260,0.041918688,0.09410643,0.12535915,39,0.0067063626,0.009259242,0,1.9652876,1.524469,0.79889756
sequential,ov,0.1,0.3,0.8066666666666666,2,rrg,5,0.0013814709,0.09500622,0.12624617,56,0.009865425,0.013777708,0,0.022568488,1.5168687,0.06567909
sequential,ov,0.1,0.3,0.81,2,rrg,133,0.06268207,0.09665164,0.12673138,36,0.039961476,0.043177877,0,1.5035546,1.5805671,1.0011768
sequential,ov,0.1,0.3,0.8133333333333334,2,rrg,134,0.0074302033,0.09724405,0.12778452,52,0.033539448,0.046971884,0,1.7630738,1.5593563,0.4946364
sequential,ov,0.1,0.3,0.8166666666666667,2,rrg,262,0.09996746,0.09887703,0.12836058,16,0.12948921,0.06299566,0,2.4147675,1.5629662,2.0651228
sequential,ov,0.1,0.3,0.82,2,rrg,11,0.1377697,0.09885684,0.12954357,8,0.332884,0.47045633,0,0.42397845,1.5471921,0.021038143
sequential,ov,0.1,0.3,0.8233333333333334,2,rrg,267,0.09996746,0.09810618,0.13057713,16,0.0019277831,0.0025240893,0,1.8075334,1.5685058,0.16991353
sequential,ov,0.1,0.3,0.8266666666666667,2,rrg,268,0.09996746,0.09807039,0.13182645,16,0.011087056,0.011110182,0,2.3736224,1.5639095,1.2851025
sequential,ov,0.1,0.3,0.83,2,rrg,141,0.022214115,0.0980332,0.13311233,40,0.33289626,0.47056267,0,2.0177472,1.5480329,0.016608039
sequential,ov,0.1,0.3,0.8333333333333334,2,rrg,143,0.0075243586,0.09954958,0.13399999,46,0.03343099,0.04704838,0,0.06306554,1.5386385,0.6190954
sequential,ov,0.1,0.3,0.8366666666666667,2,rrg,148,0.20058022,0.101427644,0.13470742,4,0.10625865,0.08923525,0,2.0438952,1.5787815,1.5581783
sequential,ov,0.1,0.3,0.84,2,rrg,21,0.018836029,0.09600464,0.13416071,41,0.039705668,0.04329985,0,0.109441355,1.5625,0.73980856
sequential,ov,0.1,0.3,0.8433333333333334,2,rrg,156,0.0011704753,0.09761633,0.13512145,46,0.00011463985,3.4213113e-05,0,0.6983747,1.6370912,0.012649168
sequential,ov,0.1,0.3,0.8466666666666667,2,rrg,285,0.09996746,0.099712975,0.1358238,14,0.027646644,0.008416308,0,2.4147675,1.6574981,1.8106604
sequential,ov,0.1,0.3,0.85,2,rrg,159,0.06416197,0.09970732,0.13732466,28,0.33280393,0.47051293,0,1.9286165,1.6406697,0.0132108005
sequential,ov,0.1,0.3,0.8533333333333334,2,rrg,287,0.099967465,0.10051518,0.13877062,9,0.36336657,0.4499387,1,1.6999984,1.6341255,1.013327
sequential,ov,0.1,0.3,0.8566666666666667,2,rrg,160,0.023012223,0.100527905,0.14037494,35,0.35159734,0.4578005,0,2.1155114,1.6325935,0.83115554
sequential,ov,0.1,0.3,0.86,2,rrg,288,0.09996746,0.10225473,0.14158694,13,0.023760073,0.017480537,0,2.1014035,1.6229876,1.307794
sequential,ov,0.1,0.3,0.8633333333333333,2,rrg,292,0.09996747,0.10171612,0.1436536,8,0.021584393,0.030240964,0,2.116083,1.6075084,0.81617457
sequential,ov,0.1,0.3,0.8666666666666667,2,rrg,293,0.099967465,0.10175983,0.14543791,8,0.3869301,0.43723315,0,1.8022329,1.594794,0.75487024
sequential,ov,0.1,0.3,0.87,2,rrg,38,0.0006443293,0.10428169,0.14908616,39,0.00015566459,7.970857e-05,0,0.021283045,1.5875517,0.016481405
sequential,ov,0.1,0.3,0.8733333333333333,2,rrg,168,0.024398735,0.10700899,0.15007167,29,0.04592085,0.034480657,0,2.3222435,1.6287693,1.6577148
sequential,ov,0.1,0.3,0.8766666666666667,2,rrg,298,0.09996745,0.1092417,0.15146208,15,0.02897734,0.020497229,1,1.8644983,1.6100267,1.4187145
sequential,ov,0.1,0.3,0.88,2,rrg,43,0.011356346,0.10949933,0.15354332,32,0.023338014,0.032758098,0,0.07803947,1.602958,0.60774744
sequential,ov,0.1,0.3,0.8833333333333333,2,rrg,171,0.063938916,0.112237595,0.15482841,23,0.033430994,0.04704839,0,1.7036767,1.644502,0.72155565
sequential,ov,0.1,0.3,0.8866666666666667,2,rrg,45,0.011264343,0.113658145,0.15686384,31,0.3328451,0.47048387,0,0.07677971,1.634984,0.01740647
sequential,ov,0.1,0.3,0.89,2,rrg,46,0.0036110273,0.11676099,0.15819156,32,0.00012155806,4.32453e-05,0,0.04948102,1.6822025,0.013296769
sequential,ov,0.1,0.3,0.8933333333333333,2,rrg,178,0.019659882,0.120296925,0.15935491,28,0.040801104,0.033845805,0,2.2814739,1.733225,1.4223706
sequential,ov,0.1,0.3,0.8966666666666666,2,rrg,180,0.018890584,0.12354328,0.16085991,28,0.008293033,0.011493725,0,2.0498703,1.7155396,0.8130378
sequential,ov,0.1,0.3,0.9,2,rrg,53,0.104479216,0.12703171,0.16236132,7,0.021627301,0.03038358,0,0.35862517,1.7043953,0.69786686
sequential,ov,0.1,0.3,0.9033333333333333,2,rrg,182,0.005143637,0.123754404,0.16634975,28,0.0040522604,0.005530733,0,1.9701164,1.743293,0.757631
sequential,ov,0.1,0.3,0.9066666666666666,2,rrg,62,0.74233925,0.1279905,0.16775024,1,0.033403933,0.047067527,1,0.57955676,1.7351922,0.7505553
sequential,ov,0.1,0.3,0.91,2,rrg,192,0.032279387,0.10523694,0.121186025,23,0.3590833,0.4524572,0,2.3576365,1.7676603,0.10997096
sequential,ov,0.1,0.3,0.9133333333333333,2,rrg,195,0.09996747,0.10659134,0.12317815,5,0.04726537,0.04093702,1,1.8617312,1.7411191,1.2506223
sequential,ov,0.1,0.3,0.9166666666666666,2,rrg,196,0.09996746,0.10685629,0.12561029,9,0.6932451,0.43216884,0,1.5164869,1.7191232,0.76932746
sequential,ov,0.1,0.3,0.92,2,rrg,69,0.001872541,0.10714332,0.12819244,24,0.014042306,0.0196647,0,0.029955123,1.7275664,0.2941964
sequential,ov,0.1,0.3,0.9233333333333333,2,rrg,70,0.09996745,0.110643946,0.12959947,11,0.38829216,0.4312769,0,2.4578836,1.8586998,1.6624066
sequential,ov,0.1,0.3,0.9266666666666666,2,rrg,73,0.25878754,0.11112924,0.13249174,2,0.027805477,0.03926409,0,2.1343248,1.831464,0.8316808
sequential,ov,0.1,0.3,0.93,2,rrg,75,0.66522485,0.10409789,0.13153815,1,0.0024405755,0.0030621833,1,0.80809206,1.8170422,0.6950124
sequential,ov,0.1,0.3,0.9333333333333333,2,rrg,76,0.04210105,0.076041535,0.040460724,16,0.033419244,0.04705677,0,0.19119814,1.8674898,0.7982319
sequential,ov,0.1,0.3,0.9366666666666666,2,rrg,205,0.09996746,0.077827886,0.040735874,7,0.3934146,0.42771724,0,2.0330963,1.9509058,1.5250486
sequential,ov,0.1,0.3,0.94,2,rrg,226,0.099967435,0.07659791,0.04150731,9,0.008291044,0.01149513,0,2.2119966,1.9302506,0.8128476
sequential,ov,0.1,0.3,0.9433333333333334,2,rrg,249,0.09996747,0.07522322,0.04231059,3,0.033442162,0.047040496,1,2.1830766,1.9136772,0.49895075
sequential,ov,0.1,0.3,0.9466666666666667,2,rrg,231,0.09996745,0.0736767,0.043144077,5,0.046264153,0.038087625,0,1.9832444,1.8968399,1.6488886
sequential,ov,0.1,0.3,0.95,2,rrg,232,0.021025252,0.07192398,0.044004016,13,0.012370615,0.01737494,0,1.9278008,1.8910795,0.785026
sequential,ov,0.1,0.3,0.9533333333333334,2,rrg,236,0.04097183,0.0755596,0.043317407,12,0.024558416,0.034599584,0,2.269863,1.8884567,0.83447415
sequential,ov,0.1,0.3,0.9566666666666667,2,rrg,109,0.0428312,0.078220196,0.043836437,11,0.0043569067,0.005921757,0,0.20464492,1.8591177,0.67902255
sequential,ov,0.1,0.3,0.96,2,rrg,207,0.07993536,0.08110329,0.044472326,7,0.33280933,0.47050565,0,2.3324304,1.9908919,0.013991927
sequential,ov,0.1,0.3,0.9633333333333334,2,rrg,241,0.09996744,0.081209466,0.046448372,6,0.3328451,0.47048387,0,1.4588624,1.9598432,0.017406467
sequential,ov,0.1,0.3,0.9666666666666667,2,rrg,83,0.042872258,0.07933367,0.04831658,8,0.039201617,0.028293148,0,2.2026584,2.009941,1.4859425
sequential,ov,0.1,0.3,0.97,2,rrg,211,0.09996746,0.083388105,0.04929044,4,0.030988583,0.022720354,0,2.1455088,1.9893428,1.3580151
sequential,ov,0.1,0.3,0.9733333333333334,2,rrg,213,0.05114986,0.08131568,0.051909413,6,0.00021525117,7.423314e-05,1,1.9804145,1.9698219,0.022224547
sequential,ov,0.1,0.3,0.9766666666666667,2,rrg,214,0.09996745,0.08562509,0.054138344,4,0.006230651,0.008664033,0,2.3139005,1.9683087,0.770652
sequential,ov,0.1,0.3,0.98,2,rrg,246,0.011939618,0.08323469,0.058133088,6,0.012409913,0.017434502,0,1.9279045,1.91071,0.7842634
sequential,ov,0.1,0.3,0.9833333333333333,2,rrg,89,0.14370415,0.09749371,0.05324876,2,0.07061636,0.099612735,0,2.238449,1.9072711,0.7766059
sequential,ov,0.1,0.3,0.9866666666666667,2,rrg,250,0.014205393,0.08594109,0.053637426,4,0.01240655,0.01734954,0,1.9700019,1.8244766,0.7886202
sequential,ov,0.1,0.3,0.99,2,rrg,219,0.16222972,0.10985299,0.03935542,1,0.3328451,0.47048387,1,1.8720697,1.7759682,0.017406447
sequential,ov,0.1,0.3,0.9933333333333333,2,rrg,221,0.06736179,0.083664626,0.016302839,2,0.34376898,0.46295285,0,1.715304,1.7279176,0.82414764
sequential,ov,0.1,0.3,0.9966666666666667,2,rrg,223,0.099967465,0.099967465,0.0,1,0.04173419,0.033954244,1,1.7405311,1.7405311,1.4307142
sequential,ov,0.1,0.3,0.0,3,rrg,287,0.09998372,0.0999837,4.159444e-08,19,0.0999837,1.0536712e-08,1,1.8409817,1.2510452,0.73793745
sequential,ov,0.1,0.3,0.0033333333333333335,3,rrg,121,0.09998371,0.09998369,5.190512e-08,33,0.09998369,2.4710781e-08,0,1.0944195,1.129772,0.6655534
sequential,ov,0.1,0.3,0.006666666666666667,3,rrg,154,0.09998373,0.09837009,0.01239433,4,0.09998372,6.083374e-09,0,0.7848269,1.1352069,1.4860139
sequential,ov,0.1,0.3,0.01,3,rrg,177,0.09998373,0.0999837,4.4287628e-08,10,0.09998369,2.8207442e-08,0,2.027818,1.1435465,0.9313336
sequential,ov,0.1,0.3,0.013333333333333334,3,rrg,251,0.09998372,0.09771148,0.012609508,15,0.09998372,4.3015946e-09,0,1.9412274,1.1418424,0.8880245
sequential,ov,0.1,0.3,0.016666666666666666,3,rrg,85,0.099983655,0.09929843,0.00918381,53,0.099983685,3.071953e-08,0,0.78482896,1.2124431,1.171021
sequential,ov,0.1,0.3,0.02,3,rrg,295,0.09998373,0.09852203,0.012773332,8,0.0999837,1.0536712e-08,0,1.7969499,1.1343915,0.72651166
sequential,ov,0.1,0.3,0.023333333333333334,3,rrg,189,0.09998371,0.1077631,0.04123875,42,0.16991313,0.09889512,0,1.3956178,1.2101759,1.5162555
sequential,ov,0.1,0.3,0.02666666666666667,3,rrg,24,0.9915048,0.113974415,0.11671189,1,0.06667843,0.0471008,0,0.05352179,1.1066282,1.397055
sequential,ov,0.1,0.3,0.03,3,rrg,16,0.9015427,0.11218507,0.103149705,1,0.06722076,0.04633383,0,0.3282667,1.1832254,1.4425416
sequential,ov,0.1,0.3,0.03333333333333333,3,rrg,69,0.09998373,0.0989994,0.009016166,10,0.09345511,0.009232855,0,0.7124091,1.2089088,1.419598
sequential,ov,0.1,0.3,0.03666666666666667,3,rrg,91,0.099983655,0.10054002,0.013904682,55,0.09998369,4.572658e-08,0,1.0955461,1.2213405,1.299837
sequential,ov,0.1,0.3,0.04,3,rrg,294,0.099983715,0.11498095,0.11519606,32,0.09998373,1.2904784e-08,0,1.7424982,1.2011839,0.5887973
sequential,ov,0.1,0.3,0.043333333333333335,3,rrg,220,0.09998373,0.0958928,0.019596148,6,0.0999837,3.2190187e-08,0,1.0955447,1.2530589,1.4841
sequential,ov,0.1,0.3,0.04666666666666667,3,rrg,219,0.099983715,0.10442858,0.051666465,28,0.25653046,0.22139056,0,1.9866828,1.154099,1.2639748
sequential,ov,0.1,0.3,0.05,3,rrg,0,0.10095921,0.101022705,0.025930507,3,0.1008079,0.0011655851,0,0.33557463,1.2869036,1.3281738
sequential,ov,0.1,0.3,0.05333333333333334,3,rrg,158,0.09998372,0.101905264,0.02354254,22,0.099983655,6.438037e-08,1,1.5457664,1.1741844,0.48390087
sequential,ov,0.1,0.3,0.056666666666666664,3,rrg,21,0.12407107,0.10132851,0.017551087,2,0.07248957,0.05168945,0,0.85688245,1.1220376,0.65562814
sequential,ov,0.1,0.3,0.06,3,rrg,14,0.099983506,0.1017761,0.020161072,57,0.099983655,9.7902635e-08,0,0.33343765,1.4217429,0.88802606
sequential,ov,0.1,0.3,0.06333333333333334,3,rrg,1,0.099983566,0.09964588,0.020560663,57,0.09998367,7.2746566e-08,0,0.3334378,1.3809398,1.224217
sequential,ov,0.1,0.3,0.06666666666666667,3,rrg,55,0.09998373,0.113605045,0.11652765,12,0.0999837,2.0176268e-08,0,0.33343816,1.2958344,1.3275615
sequential,ov,0.1,0.3,0.07,3,rrg,78,0.0999837,0.13802615,0.1620799,45,0.099983715,7.450581e-09,0,0.3334381,1.2072883,1.2561682
sequential,ov,0.1,0.3,0.07333333333333333,3,rrg,7,0.9674548,0.13068731,0.15851755,2,0.044451654,0.041477915,0,0.14915995,1.3113407,1.4737562
sequential,ov,0.1,0.3,0.07666666666666666,3,rrg,100,0.0018794683,0.10062658,0.03190137,60,0.039615985,0.043370966,0,0.016786229,1.2237824,0.17887163
sequential,ov,0.1,0.3,0.08,3,rrg,152,0.09998374,0.114197835,0.11690997,7,0.099983715,1.3602837e-08,0,1.3694636,1.178805,0.98483187
sequential,ov,0.1,0.3,0.08333333333333333,3,rrg,49,0.09998361,0.13593571,0.16201966,54,0.09443357,0.0078490935,0,2.2216856,1.1784543,2.1781976
sequential,ov,0.1,0.3,0.08666666666666667,3,rrg,114,0.09998372,0.11083863,0.11622779,20,0.094569184,0.007657291,0,2.297485,1.4014508,1.7440058
sequential,ov,0.1,0.3,0.09,3,rrg,47,0.8737582,0.113811955,0.10205077,1,0.09644248,0.077285066,0,0.38293266,1.3987311,1.1855575
sequential,ov,0.1,0.3,0.09333333333333334,3,rrg,115,0.09998371,0.10930677,0.029819557,45,0.099983685,4.2146848e-08,0,1.2883092,1.2946725,1.6621927
sequential,ov,0.1,0.3,0.09666666666666666,3,rrg,212,0.0999837,0.1131098,0.11803465,36,0.099983715,2.3164796e-08,0,1.6931014,1.1591338,1.2447206
sequential,ov,0.1,0.3,0.1,3,rrg,23,0.09998371,0.100095205,0.028986283,33,0.0999837,2.5082391e-08,0,0.33343813,1.2576051,1.2882563
sequential,ov,0.1,0.3,0.10333333333333333,3,rrg,260,0.14178348,0.12785797,0.1620909,3,0.11269025,0.09156091,1,1.73523,1.4231116,0.30811656
sequential,ov,0.1,0.3,0.10666666666666667,3,rrg,233,0.09996746,0.12886266,0.16096674,13,0.09996747,1.2904784e-08,0,1.1149662,1.2283162,0.9688163
sequential,ov,0.1,0.3,0.11,3,rrg,161,0.099967435,0.104959644,0.03394172,32,0.09996746,1.0536712e-08,0,1.7911674,1.2605788,1.4034666
sequential,ov,0.1,0.3,0.11333333333333333,3,rrg,273,0.099983715,0.09605786,0.024351902,25,0.24768616,0.20888281,0,2.2377782,1.3029205,1.2656915
sequential,ov,0.1,0.3,0.11666666666666667,3,rrg,199,0.09998372,0.09690544,0.034010563,19,0.09998369,1.6095093e-08,0,1.5457666,1.2236453,0.4839015
sequential,ov,0.1,0.3,0.12,3,rrg,226,0.09998375,0.12096544,0.13356096,5,0.099983715,7.450581e-09,0,1.3694627,1.3957363,1.1654595
sequential,ov,0.1,0.3,0.12333333333333334,3,rrg,118,0.09508372,0.09729097,0.036237903,55,0.089398175,0.01642581,0,1.8872461,1.1392982,1.809203
