method,metric,delta,lambda,rho,sim,graph,selected_sensor,p_inf_selected,cand_mean_p_inf,cand_std_p_inf,rank_in_candidates,neigh_mean_p_inf,neigh_std_p_inf,true_state_t0,entropy_selected,entropy_cand_mean,entropy_neigh_mean
sequential,ov,0.1,0.3,0.12666666666666668,3,rrg,228,0.09998374,0.11066573,0.05830237,12,0.099983715,3.387079e-08,0,1.9165766,1.3249553,1.4940649
sequential,ov,0.1,0.3,0.13,3,rrg,139,0.09998376,0.1217727,0.12954636,9,0.09998373,1.550962e-08,0,2.0301175,1.2527881,1.4507656
sequential,ov,0.1,0.3,0.13333333333333333,3,rrg,232,0.09998374,0.12329742,0.16418399,9,0.09998372,4.3015946e-09,0,2.135734,1.3708212,1.9394206
sequential,ov,0.1,0.3,0.13666666666666666,3,rrg,42,0.099983685,0.11651334,0.08499481,49,0.099983715,6.083374e-09,0,0.33343804,1.2983509,1.6744323
sequential,ov,0.1,0.3,0.14,3,rrg,63,0.5082878,0.14204036,0.17981835,3,0.17483489,0.18108448,0,1.1144799,1.2051132,1.4201006
sequential,ov,0.1,0.3,0.14333333333333334,3,rrg,95,0.099983715,0.1187226,0.12256933,31,0.08888346,0.007849064,1,2.4578283,1.2491332,2.4481237
sequential,ov,0.1,0.3,0.14666666666666667,3,rrg,174,0.09998372,0.120219044,0.12900859,20,0.07743607,0.031887144,0,1.5434314,1.3826858,0.51359206
sequential,ov,0.1,0.3,0.15,3,rrg,203,0.09998373,0.11357893,0.12356856,17,0.14093064,0.05790769,0,1.3334389,1.1319187,0.9336203
sequential,ov,0.1,0.3,0.15333333333333332,3,rrg,229,0.09998373,0.11666165,0.12155251,16,0.099983715,1.2904784e-08,0,1.3688357,1.1464385,0.3351369
sequential,ov,0.1,0.3,0.15666666666666668,3,rrg,119,0.24565345,0.114423715,0.079507805,5,0.12335559,0.11134279,1,1.6123383,1.3835027,1.1911168
sequential,ov,0.1,0.3,0.16,3,rrg,28,0.09998369,0.09720958,0.037820093,42,0.3971571,0.42026672,0,0.784828,1.4179283,0.8772482
sequential,ov,0.1,0.3,0.16333333333333333,3,rrg,113,0.63490516,0.13378495,0.18070416,3,0.066683985,0.047092933,1,0.6639493,1.3614109,1.3950062
sequential,ov,0.1,0.3,0.16666666666666666,3,rrg,271,0.09998371,0.09715333,0.047584258,29,0.08122227,0.05986988,0,2.2017088,1.2297804,1.1645694
sequential,ov,0.1,0.3,0.17,3,rrg,75,0.09998371,0.12810631,0.16378821,44,0.15199246,0.07355145,0,1.2608446,1.2596558,1.2780365
sequential,ov,0.1,0.3,0.17333333333333334,3,rrg,9,0.9895056,0.12835649,0.16440599,2,0.06682109,0.046899043,0,0.071003966,1.4078318,1.3904424
sequential,ov,0.1,0.3,0.17666666666666667,3,rrg,38,0.12361858,0.11895053,0.12879445,8,0.14834839,0.06839806,0,0.82187647,1.3257025,1.1553034
sequential,ov,0.1,0.3,0.18,3,rrg,20,0.9907306,0.12508932,0.16700095,2,0.03516781,0.024987178,0,0.066731445,1.068504,1.3150434
sequential,ov,0.1,0.3,0.18333333333333332,3,rrg,58,0.25329688,0.10057697,0.048411142,2,0.1271725,0.11650665,0,0.5787683,1.2828785,1.3365511
sequential,ov,0.1,0.3,0.18666666666666668,3,rrg,51,0.099983715,0.10453224,0.07342742,30,0.07541362,0.034747347,0,2.297485,1.19961,1.4259728
sequential,ov,0.1,0.3,0.19,3,rrg,34,0.099983685,0.13378613,0.17086878,44,0.099983715,1.2904784e-08,0,0.33343804,1.3081828,1.7665224
sequential,ov,0.1,0.3,0.19333333333333333,3,rrg,221,0.09998372,0.114931904,0.12140468,22,0.06667842,0.047100794,1,2.1193962,1.3034543,0.37539124
sequential,ov,0.1,0.3,0.19666666666666666,3,rrg,66,0.09998374,0.10106405,0.056345787,8,0.09998373,1.3602837e-08,1,0.33343816,1.297476,1.5824169
sequential,ov,0.1,0.3,0.2,3,rrg,70,0.09998368,0.09936746,0.04337873,41,0.09443358,0.007849085,1,2.2216854,1.3282009,2.2595885
sequential,ov,0.1,0.3,0.20333333333333334,3,rrg,131,0.099983715,0.116192244,0.1310611,27,0.099983715,1.2904784e-08,0,0.78482693,1.2305998,1.2539407
sequential,ov,0.1,0.3,0.20666666666666667,3,rrg,61,0.048294943,0.09500818,0.04741596,53,0.054560635,0.072041035,0,1.421271,1.3573419,1.1307496
sequential,ov,0.1,0.3,0.21,3,rrg,217,0.09998369,0.098977186,0.03875346,41,0.12560166,0.03622926,0,1.910409,1.2822074,1.962365
sequential,ov,0.1,0.3,0.21333333333333335,3,rrg,73,0.09998372,0.09104325,0.030353094,19,0.09443358,0.007849066,0,2.2951133,1.1964718,1.7031488
sequential,ov,0.1,0.3,0.21666666666666667,3,rrg,80,0.099983566,0.120044775,0.13307267,50,0.37278584,0.44409844,0,0.449658,1.2600746,0.47883686
sequential,ov,0.1,0.3,0.22,3,rrg,247,0.09998373,0.11262449,0.12200674,9,0.09998373,2.3560805e-08,0,1.5913491,1.2669061,0.49837884
sequential,ov,0.1,0.3,0.22333333333333333,3,rrg,37,0.98409325,0.10761222,0.119302124,1,0.040654324,0.042762626,0,0.09223474,1.3056911,1.4597257
sequential,ov,0.1,0.3,0.22666666666666666,3,rrg,29,0.8161992,0.12218286,0.15143414,2,0.14719163,0.06371965,0,0.48070678,1.200133,1.4888066
sequential,ov,0.1,0.3,0.23,3,rrg,103,0.056904793,0.11950532,0.16828406,50,0.05242366,0.04090792,0,2.2333736,1.2350758,1.237347
sequential,ov,0.1,0.3,0.23333333333333334,3,rrg,184,0.0999837,0.09350993,0.039238553,37,0.08454814,0.021829212,0,2.3548367,1.241661,1.8391591
sequential,ov,0.1,0.3,0.23666666666666666,3,rrg,120,0.004439596,0.0983005,0.05032184,57,0.040532675,0.042948984,0,0.42741492,1.3767592,0.8262909
sequential,ov,0.1,0.3,0.24,3,rrg,216,0.09998371,0.105113074,0.04300272,35,0.06419772,0.043368988,0,2.4242847,1.1605148,0.76329285
sequential,ov,0.1,0.3,0.24333333333333335,3,rrg,170,0.02309122,0.13615151,0.17231017,55,0.047960922,0.03399297,0,0.9965173,1.3592188,0.35136327
sequential,ov,0.1,0.3,0.24666666666666667,3,rrg,168,0.09998371,0.0949662,0.044831544,33,0.067670874,0.03459797,0,2.307607,1.2573855,0.97455245
sequential,ov,0.1,0.3,0.25,3,rrg,194,0.008479525,0.110992864,0.1284141,57,0.1013628,0.07493978,0,0.052591704,1.0971774,0.33560786
sequential,ov,0.1,0.3,0.25333333333333335,3,rrg,173,0.01590463,0.1264151,0.16653971,59,0.031954683,0.0378721,0,1.8182336,1.349395,1.3204776
sequential,ov,0.1,0.3,0.25666666666666665,3,rrg,88,0.49281874,0.11875586,0.13397916,2,0.11958456,0.02771977,0,0.7320087,1.3853213,1.8975269
sequential,ov,0.1,0.3,0.26,3,rrg,172,0.09998372,0.116988406,0.12233672,20,0.06668294,0.047094416,0,0.33853412,1.5399638,1.4695922
sequential,ov,0.1,0.3,0.2633333333333333,3,rrg,86,0.050128844,0.08609568,0.044448618,48,0.033383552,0.047093436,0,0.20716953,1.2594049,0.7065298
sequential,ov,0.1,0.3,0.26666666666666666,3,rrg,240,0.09998375,0.10279898,0.059889,11,0.099983715,6.083374e-09,1,2.2812927,1.2974409,1.4392761
sequential,ov,0.1,0.3,0.27,3,rrg,297,0.09998374,0.11100238,0.12411984,14,0.099983715,2.1933916e-08,0,2.4464,1.3740125,1.607006
sequential,ov,0.1,0.3,0.2733333333333333,3,rrg,130,0.09998373,0.12114802,0.13381623,19,0.09443357,0.007849116,0,2.3842921,1.2320577,1.2301276
sequential,ov,0.1,0.3,0.27666666666666667,3,rrg,264,0.099983715,0.12659581,0.16923869,36,0.0999837,1.550962e-08,0,2.0956569,1.3764893,1.0909629
sequential,ov,0.1,0.3,0.28,3,rrg,257,0.099983715,0.09344077,0.0463183,33,0.07057186,0.055191897,0,2.0196497,1.344623,1.5671071
sequential,ov,0.1,0.3,0.2833333333333333,3,rrg,190,0.045210034,0.09558513,0.07044866,46,0.06499777,0.09136558,0,1.5767543,1.2948685,0.19238597
sequential,ov,0.1,0.3,0.2866666666666667,3,rrg,150,0.09998371,0.10536682,0.12264543,38,0.3353126,0.46937186,1,2.1126935,1.4373089,0.022211915
sequential,ov,0.1,0.3,0.29,3,rrg,30,0.09998369,0.098004855,0.042594578,42,0.06695806,0.04670535,0,0.3446538,1.1345781,1.3893833
sequential,ov,0.1,0.3,0.29333333333333333,3,rrg,182,0.09998374,0.14572811,0.20354874,16,0.11866477,0.026419079,0,1.6246097,1.3582649,1.1912643
sequential,ov,0.1,0.3,0.2966666666666667,3,rrg,181,0.09998373,0.12938637,0.16710804,17,0.105728775,0.00812476,0,2.1150196,1.3710054,1.5461582
sequential,ov,0.1,0.3,0.3,3,rrg,36,0.09998371,0.1456108,0.17547876,43,0.09998372,7.450581e-09,0,0.33343807,1.2785718,1.7991256
sequential,ov,0.1,0.3,0.30333333333333334,3,rrg,277,0.09998372,0.09544678,0.063884676,20,0.09998372,6.083374e-09,0,1.7775272,1.3369775,1.6082935
sequential,ov,0.1,0.3,0.30666666666666664,3,rrg,25,0.5840121,0.13712324,0.14682995,2,0.00867714,0.0080579035,0,1.0887799,1.3857447,0.570091
sequential,ov,0.1,0.3,0.31,3,rrg,151,0.30056217,0.12516281,0.15425868,4,0.07815529,0.10434273,1,1.801949,1.2017246,0.6025688
sequential,ov,0.1,0.3,0.31333333333333335,3,rrg,198,0.099983744,0.099462695,0.05331401,9,0.07046759,0.0417421,0,1.6529492,1.3598874,1.3006734
sequential,ov,0.1,0.3,0.31666666666666665,3,rrg,235,0.0913739,0.119730726,0.1373643,43,0.09209025,0.07210553,0,1.0362549,1.1576358,0.87473273
sequential,ov,0.1,0.3,0.32,3,rrg,145,0.099983625,0.11535515,0.12545203,47,0.39969063,0.4238497,0,1.8728174,1.324772,1.5533129
sequential,ov,0.1,0.3,0.3233333333333333,3,rrg,263,0.09998371,0.1483937,0.18665361,40,0.033402145,0.047080297,0,1.9532864,1.224752,0.6903402
sequential,ov,0.1,0.3,0.32666666666666666,3,rrg,83,0.6538378,0.15181385,0.18440604,3,0.081282936,0.06011273,0,0.65592897,1.4583977,1.2832718
sequential,ov,0.1,0.3,0.33,3,rrg,298,0.099983715,0.11439981,0.089642115,34,0.10321868,0.004574963,0,2.4004557,1.392929,1.1893066
sequential,ov,0.1,0.3,0.3333333333333333,3,rrg,230,0.099983715,0.121249214,0.13156314,33,0.38022867,0.43826005,1,2.0102773,1.4924425,1.4182905
sequential,ov,0.1,0.3,0.33666666666666667,3,rrg,195,0.13196668,0.12005653,0.13261752,9,0.19075243,0.15947838,0,2.1736422,1.3403058,0.91373396
sequential,ov,0.1,0.3,0.34,3,rrg,267,0.09998373,0.11723544,0.13473563,17,0.033365954,0.047105882,0,1.717411,1.1563017,0.55474067
sequential,ov,0.1,0.3,0.3433333333333333,3,rrg,99,0.09998372,0.12155745,0.17248802,25,0.3971558,0.42026475,0,2.1187804,1.3298124,1.6018163
sequential,ov,0.1,0.3,0.3466666666666667,3,rrg,50,0.024796184,0.14645131,0.20487152,51,0.060564578,0.043402396,0,0.56012493,1.2117695,0.85421634
sequential,ov,0.1,0.3,0.35,3,rrg,45,0.98324555,0.16601537,0.22815853,3,0.066912584,0.046769656,0,0.107845336,1.3508781,1.3954803
sequential,ov,0.1,0.3,0.35333333333333333,3,rrg,60,0.9975778,0.1405333,0.20817949,2,4.6338304e-05,3.044337e-05,0,0.022334522,1.2995648,0.0054614227
sequential,ov,0.1,0.3,0.3566666666666667,3,rrg,89,0.027892472,0.098059334,0.066135556,52,0.057413414,0.042086545,0,1.892775,1.3587706,1.537168
sequential,ov,0.1,0.3,0.36,3,rrg,39,0.09998372,0.11240957,0.12925391,17,0.0734598,0.037510492,0,0.45540434,1.3062935,1.6110687
sequential,ov,0.1,0.3,0.36333333333333334,3,rrg,162,0.099983715,0.1127327,0.12788878,29,0.099983715,8.603189e-09,0,1.0955448,1.2566593,1.7662419
sequential,ov,0.1,0.3,0.36666666666666664,3,rrg,293,0.09999184,0.124237575,0.09106766,41,0.070021234,0.04238484,0,2.4285038,1.3359553,1.485475
sequential,ov,0.1,0.3,0.37,3,rrg,275,0.09999186,0.12633003,0.14158225,26,0.028878942,0.040800884,0,2.3364255,1.3498896,0.50060576
sequential,ov,0.1,0.3,0.37333333333333335,3,rrg,3,0.7295281,0.12640744,0.118523315,1,0.12569134,0.085557066,0,0.6113664,1.458767,2.1799762
sequential,ov,0.1,0.3,0.37666666666666665,3,rrg,134,0.09998369,0.11970274,0.14849186,39,0.06670294,0.04706617,0,1.94644,1.3127297,1.4234537
sequential,ov,0.1,0.3,0.38,3,rrg,96,0.010753893,0.121664435,0.13551812,57,0.033681635,0.04688441,0,0.06790568,1.2940128,0.16593672
sequential,ov,0.1,0.3,0.38333333333333336,3,rrg,11,0.69822,0.1296605,0.1485689,2,0.04214744,0.040897757,0,1.0941861,1.4948875,1.4753693
sequential,ov,0.1,0.3,0.38666666666666666,3,rrg,246,0.099983715,0.08331367,0.0609127,20,0.09421346,0.042847484,1,2.465595,1.2373612,1.4786431
sequential,ov,0.1,0.3,0.39,3,rrg,155,0.1113956,0.09755426,0.080057606,9,0.13654996,0.06791704,0,1.9663795,1.2921172,1.2956003
sequential,ov,0.1,0.3,0.3933333333333333,3,rrg,4,0.02864497,0.14611882,0.204734,51,0.060354847,0.043308277,0,0.13845298,1.1822072,0.73271775
sequential,ov,0.1,0.3,0.39666666666666667,3,rrg,54,0.0031674355,0.12211335,0.14399831,59,0.36637345,0.44926545,0,0.024617905,1.393394,0.31686422
sequential,ov,0.1,0.3,0.4,3,rrg,205,0.12190666,0.11223721,0.13321267,11,0.09165305,0.049150847,0,1.9038002,1.3266598,1.4241538
sequential,ov,0.1,0.3,0.4033333333333333,3,rrg,176,0.09998373,0.14744513,0.2034697,13,0.24299522,0.11028974,0,1.6465499,1.3348298,0.52520686
sequential,ov,0.1,0.3,0.4066666666666667,3,rrg,281,0.099983715,0.10854491,0.10057726,22,0.067711584,0.045639608,0,2.161939,1.4681289,1.0479871
sequential,ov,0.1,0.3,0.41,3,rrg,104,0.6187139,0.120119944,0.14367662,2,0.1342761,0.04849675,0,0.6848638,1.2285,1.9504594
sequential,ov,0.1,0.3,0.41333333333333333,3,rrg,144,0.09998371,0.13176078,0.17494166,37,0.24391615,0.20355122,0,1.8977022,1.334198,1.0114048
sequential,ov,0.1,0.3,0.4166666666666667,3,rrg,138,0.75049746,0.13597928,0.15802707,2,0.034025777,0.04664107,0,0.5926316,1.3495992,0.59697884
sequential,ov,0.1,0.3,0.42,3,rrg,207,0.10685571,0.1295945,0.13301776,11,0.06145202,0.039775997,0,2.2566288,1.5435414,2.0833552
sequential,ov,0.1,0.3,0.42333333333333334,3,rrg,107,0.09998374,0.099515244,0.08646319,12,0.09998372,1.0536712e-08,0,0.33343816,1.3878363,1.6756544
sequential,ov,0.1,0.3,0.4266666666666667,3,rrg,15,0.010359876,0.09499765,0.08420189,53,0.06668294,0.047094416,0,0.065318555,1.2589363,1.2662363
sequential,ov,0.1,0.3,0.43,3,rrg,270,0.09998372,0.112676784,0.13717745,14,0.039341908,0.04292228,0,2.312471,1.2858874,0.8121845
sequential,ov,0.1,0.3,0.43333333333333335,3,rrg,193,0.09998373,0.10800214,0.13850175,9,0.07268429,0.038607232,0,2.3643756,1.2834549,1.8744558
sequential,ov,0.1,0.3,0.43666666666666665,3,rrg,186,0.030339826,0.107268356,0.12302576,49,0.075933546,0.06896207,0,1.9690043,1.3714774,0.9028888
sequential,ov,0.1,0.3,0.44,3,rrg,137,0.09998372,0.122517996,0.16959114,20,0.067877755,0.045404673,0,0.8282607,1.3625369,0.74523324
sequential,ov,0.1,0.3,0.44333333333333336,3,rrg,299,0.09998372,0.10358373,0.13969527,16,0.003346934,0.0046399897,0,2.1225884,1.4521455,0.7265722
sequential,ov,0.1,0.3,0.44666666666666666,3,rrg,8,0.57594955,0.119130865,0.1472147,2,0.06711929,0.046477318,0,0.6893437,1.4356501,1.4279999
sequential,ov,0.1,0.3,0.45,3,rrg,280,0.09998372,0.122306824,0.13102156,20,0.3947977,0.42791474,0,2.0193343,1.3769162,0.95312446
sequential,ov,0.1,0.3,0.4533333333333333,3,rrg,266,0.09998372,0.11826421,0.14491342,18,0.16418959,0.09080082,0,2.297485,1.288925,1.4689592
sequential,ov,0.1,0.3,0.45666666666666667,3,rrg,17,0.003665849,0.13308524,0.18297677,57,0.066666506,0.047117647,0,0.032693475,1.1950612,1.6104932
sequential,ov,0.1,0.3,0.46,3,rrg,284,0.09998372,0.119454436,0.143561,20,0.13196236,0.08473953,0,2.2831926,1.4748237,1.176245
sequential,ov,0.1,0.3,0.4633333333333333,3,rrg,196,0.09998373,0.11694114,0.1676975,10,0.067556895,0.045858454,0,1.0692286,1.4517556,0.9646358
sequential,ov,0.1,0.3,0.4666666666666667,3,rrg,22,0.08044597,0.14468063,0.1801513,44,0.022709941,0.029798621,0,0.31753904,1.3490702,0.24433321
sequential,ov,0.1,0.3,0.47,3,rrg,19,0.10058901,0.115330294,0.1028142,14,0.068574496,0.09684024,0,2.0327535,1.4862201,0.70787287
sequential,ov,0.1,0.3,0.47333333333333333,3,rrg,146,0.018246569,0.12891357,0.13563804,52,0.05448704,0.04126861,0,1.085521,1.4241817,1.2959124
sequential,ov,0.1,0.3,0.4766666666666667,3,rrg,209,0.54298073,0.13579004,0.13122804,2,0.04627868,0.04112253,0,0.6981565,1.3955504,1.3506131
sequential,ov,0.1,0.3,0.48,3,rrg,211,0.14279957,0.12418277,0.14847377,13,0.009872832,0.0138915675,0,0.94651616,1.3938097,0.32756582
sequential,ov,0.1,0.3,0.48333333333333334,3,rrg,67,0.029616605,0.112739675,0.14699842,45,0.058067832,0.042338293,0,2.1606398,1.4161258,1.3980112
sequential,ov,0.1,0.3,0.4866666666666667,3,rrg,289,0.09998373,0.10498021,0.09021468,16,0.066690765,0.047083348,0,2.319958,1.4098397,0.9051178
sequential,ov,0.1,0.3,0.49,3,rrg,10,0.1285658,0.11845364,0.11571413,12,0.10920303,0.013038133,0,0.39201587,1.3014735,0.9004229
sequential,ov,0.1,0.3,0.49333333333333335,3,rrg,111,0.2887488,0.14373927,0.21041454,7,0.10441565,0.11933613,0,2.041206,1.530153,1.3175697
sequential,ov,0.1,0.3,0.49666666666666665,3,rrg,102,0.006774759,0.14703195,0.18181956,55,0.022294099,0.020092903,0,1.5447322,1.5503428,0.691144
sequential,ov,0.1,0.3,0.5,3,rrg,68,0.85207844,0.12150517,0.12350922,1,0.020530337,0.028660929,0,0.42513415,1.3776181,0.7331663
sequential,ov,0.1,0.3,0.5033333333333333,3,rrg,215,0.0999837,0.12130115,0.17102957,34,0.06515514,0.02570785,0,2.4345624,1.4590594,2.257191
sequential,ov,0.1,0.3,0.5066666666666667,3,rrg,48,0.9871033,0.14722075,0.21731408,3,0.07559824,0.05446683,0,0.07379796,1.4291327,0.9976447
sequential,ov,0.1,0.3,0.51,3,rrg,112,0.0014436851,0.11525727,0.1556471,59,0.03336623,0.047105692,0,0.022078821,1.4297383,0.7039532
sequential,ov,0.1,0.3,0.5133333333333333,3,rrg,268,0.09998372,0.13081563,0.18914513,23,0.18986492,0.20191485,0,2.2601655,1.3130718,0.94859904
sequential,ov,0.1,0.3,0.5166666666666667,3,rrg,43,0.0037877439,0.12305086,0.16484682,59,0.0003031829,0.00033136216,0,0.0937141,1.5038465,0.028443972
sequential,ov,0.1,0.3,0.52,3,rrg,272,0.09998373,0.10940443,0.07760006,19,0.045185518,0.063764095,1,1.7414807,1.5056627,0.4462576
sequential,ov,0.1,0.3,0.5233333333333333,3,rrg,13,0.18401855,0.111582965,0.1241499,8,0.06668294,0.047094412,0,0.48820996,1.4614348,1.4348384
sequential,ov,0.1,0.3,0.5266666666666666,3,rrg,296,0.09998372,0.109465234,0.14643063,18,0.04267681,0.042106993,0,2.067679,1.4801668,1.3676721
sequential,ov,0.1,0.3,0.53,3,rrg,236,0.09998373,0.099490836,0.12161093,15,0.06665454,0.03600841,0,2.4589992,1.4410403,1.6694342
sequential,ov,0.1,0.3,0.5333333333333333,3,rrg,204,0.032637965,0.10265255,0.10319929,44,0.0333664,0.047105554,0,0.15818858,1.3492801,0.6341767
sequential,ov,0.1,0.3,0.5366666666666666,3,rrg,183,0.09998373,0.10208234,0.08357377,20,0.06668294,0.047094416,0,2.0583713,1.45324,0.9163262
sequential,ov,0.1,0.3,0.54,3,rrg,252,0.17410804,0.10011695,0.08534451,11,0.0016151412,0.0022574915,1,1.9953773,1.367944,0.13920994
sequential,ov,0.1,0.3,0.5433333333333333,3,rrg,256,0.09998373,0.13218635,0.20219152,15,0.047250718,0.040974274,0,2.0267599,1.3527492,1.060238
sequential,ov,0.1,0.3,0.5466666666666666,3,rrg,185,0.09998372,0.10961318,0.14410755,23,0.056868274,0.07210979,0,2.2504735,1.4113691,0.66706747
sequential,ov,0.1,0.3,0.55,3,rrg,77,0.0065912353,0.11389079,0.16967069,52,0.004439548,0.0061853766,0,1.463209,1.2845012,0.61749244
sequential,ov,0.1,0.3,0.5533333333333333,3,rrg,274,0.09998372,0.09483812,0.09985811,19,0.045784082,0.04124024,0,2.3007135,1.4207313,0.73650616
sequential,ov,0.1,0.3,0.5566666666666666,3,rrg,81,0.06620224,0.10780382,0.12173237,35,0.3330952,0.4709398,0,1.6967504,1.3195624,0.009945422
sequential,ov,0.1,0.3,0.56,3,rrg,141,0.25531262,0.10573424,0.1471729,6,0.042316064,0.042160556,0,0.5781703,1.3981442,1.4378644
sequential,ov,0.1,0.3,0.5633333333333334,3,rrg,143,0.32681546,0.1342594,0.21854746,6,0.13018423,0.18401499,0,1.0294462,1.3049617,0.58092254
sequential,ov,0.1,0.3,0.5666666666666667,3,rrg,253,0.09998372,0.12321779,0.17639086,24,0.04195394,0.042369034,0,2.021667,1.3584483,1.5149416
sequential,ov,0.1,0.3,0.57,3,rrg,218,0.012377299,0.094891615,0.13018659,44,0.037999384,0.053668432,0,1.7516347,1.3087994,0.7474749
sequential,ov,0.1,0.3,0.5733333333333334,3,rrg,147,0.01712452,0.1188524,0.17771575,49,0.027825428,0.039249986,0,2.0359688,1.4546483,0.83562666
sequential,ov,0.1,0.3,0.5766666666666667,3,rrg,163,0.0020239383,0.108709045,0.16821134,57,4.835778e-05,3.3558135e-05,0,0.030905377,1.3357432,0.0065066055
sequential,ov,0.1,0.3,0.58,3,rrg,238,0.18384673,0.10644899,0.1625223,7,0.09641463,0.07705666,0,2.3064837,1.2404583,1.5190827
sequential,ov,0.1,0.3,0.5833333333333334,3,rrg,90,0.49830753,0.13632444,0.19320439,4,0.16701974,0.14931147,0,0.70236874,1.4220064,1.8114008
sequential,ov,0.1,0.3,0.5866666666666667,3,rrg,241,0.004450114,0.08968115,0.10891772,55,0.0065502697,0.009138867,0,0.27621216,1.3138622,0.04956801
sequential,ov,0.1,0.3,0.59,3,rrg,94,0.067814596,0.119113356,0.18499897,36,0.044375475,0.04152531,0,1.5127814,1.4473763,1.0389575
sequential,ov,0.1,0.3,0.5933333333333334,3,rrg,53,0.09463688,0.1230472,0.17871192,34,0.6655564,0.47044292,0,0.32879883,1.3879716,0.02011045
sequential,ov,0.1,0.3,0.5966666666666667,3,rrg,135,0.099967465,0.09715798,0.11777457,13,0.3661133,0.44881302,0,1.8655249,1.554253,0.7034498
sequential,ov,0.1,0.3,0.6,3,rrg,124,0.09996744,0.12552355,0.18786646,29,0.13714938,0.19372833,0,1.8278326,1.3986669,0.24234986
sequential,ov,0.1,0.3,0.6033333333333334,3,rrg,56,0.05541623,0.09989151,0.1318921,40,0.014495478,0.016754517,0,0.43396583,1.3523448,0.2086572
sequential,ov,0.1,0.3,0.6066666666666667,3,rrg,126,0.99987614,0.12513995,0.18796359,1,9.979066e-05,6.166274e-05,1,0.0012406752,1.4626873,0.0109717185
sequential,ov,0.1,0.3,0.61,3,rrg,105,0.09996743,0.10910987,0.18320408,34,0.36611333,0.44881302,0,1.2769754,1.4800371,0.6755068
sequential,ov,0.1,0.3,0.6133333333333333,3,rrg,82,0.10677509,0.1280754,0.20081468,12,0.08497421,0.067484684,0,0.35537988,1.4214501,0.5803955
sequential,ov,0.1,0.3,0.6166666666666667,3,rrg,59,0.00067214784,0.12345081,0.18291588,59,0.033396512,0.04707278,0,0.011217978,1.3921148,0.76633406
sequential,ov,0.1,0.3,0.62,3,rrg,108,0.037163924,0.11137395,0.16104992,42,0.0433124,0.04292329,0,2.1899362,1.5428041,1.4350749
sequential,ov,0.1,0.3,0.6233333333333333,3,rrg,231,0.09996746,0.14288002,0.2108358,26,0.016088432,0.01825973,0,1.765591,1.3461019,1.0871447
sequential,ov,0.1,0.3,0.6266666666666667,3,rrg,46,0.1609017,0.08219481,0.0782176,4,0.41991845,0.40900487,0,0.45648018,1.5191015,0.70402235
sequential,ov,0.1,0.3,0.63,3,rrg,276,0.09996745,0.10520991,0.14656672,28,0.03338134,0.047083527,0,1.9181232,1.5109754,0.65646
sequential,ov,0.1,0.3,0.6333333333333333,3,rrg,188,0.099967465,0.112127565,0.17455532,12,0.00015124692,4.6318975e-05,0,0.99746424,1.3191878,0.016214235
sequential,ov,0.1,0.3,0.6366666666666667,3,rrg,290,0.09996745,0.12254492,0.16503781,31,0.00016097097,8.840364e-06,0,2.03412,1.54034,0.017231906
sequential,ov,0.1,0.3,0.64,3,rrg,57,0.4592493,0.11158298,0.1698893,3,0.38337362,0.43035772,0,0.7046447,1.5388807,0.82724667
sequential,ov,0.1,0.3,0.6433333333333333,3,rrg,12,0.20970021,0.10277083,0.12721735,6,0.012381387,0.015086995,0,1.6943854,1.6026932,0.6910078
sequential,ov,0.1,0.3,0.6466666666666666,3,rrg,41,0.2535803,0.109130874,0.17264886,6,0.36614597,0.4487864,0,0.58158207,1.5723475,0.80164814
sequential,ov,0.1,0.3,0.65,3,rrg,262,0.06891075,0.10705951,0.17548588,36,0.12148107,0.096812434,0,2.4450417,1.4519831,2.2616787
sequential,ov,0.1,0.3,0.6533333333333333,3,rrg,106,0.16542336,0.111584894,0.19539602,5,0.14630248,0.08676941,0,2.426319,1.50792,2.0617654
sequential,ov,0.1,0.3,0.6566666666666666,3,rrg,206,0.29365483,0.10754622,0.17214313,5,0.057744157,0.08138136,1,2.0347319,1.4604313,0.74852055
