method,metric,delta,lambda,rho,sim,graph,selected_sensor,p_inf_selected,cand_mean_p_inf,cand_std_p_inf,rank_in_candidates,neigh_mean_p_inf,neigh_std_p_inf,true_state_t0,entropy_selected,entropy_cand_mean
sequential,ov,0.2,0.3,0.6666666666666666,2,rrg,4,0.08245043,0.08245043,0.0,1,0.00010279366,8.801227e-05,0,0.6157118,0.6157118082046509
sequential,ov,0.2,0.3,0.8333333333333334,2,rrg,1,0.11074038,0.11074038,0.0,1,0.33225814,0.4694612,0,0.36012623,0.36012622714042664
sequential,mov,0.2,0.3,0.0,2,rrg,0,0.19977205,0.19977205,0.0,1,0.1997721,5.575504e-08,1,1.9304912,1.9304912090301514
sequential,mov,0.2,0.3,0.16666666666666666,2,rrg,4,0.19988605,0.19988605,0.0,1,0.19988607,1.4901161e-08,0,1.1460935,1.146093487739563
sequential,mov,0.2,0.3,0.3333333333333333,2,rrg,3,0.13011467,0.13011467,0.0,1,0.39940086,0.43124896,0,1.2174436,1.217443585395813
sequential,mov,0.2,0.3,0.5,2,rrg,2,0.11933438,0.11933438,0.0,1,0.3975997,0.43206546,0,1.0087528,1.0087528228759766
sequential,mov,0.2,0.3,0.6666666666666666,2,rrg,1,0.20400614,0.20400614,0.0,1,0.39945093,0.43135703,0,0.520114,0.520114004611969
sequential,mov,0.2,0.3,0.8333333333333334,2,rrg,5,0.19954428,0.19954428,0.0,1,0.00016806657,0.000104127044,0,0.31559694,0.31559693813323975
sequential,c_mov,0.2,0.3,0.0,2,rrg,2,0.19977218,0.19977218,0.0,1,0.19977207,4.2146848e-08,0,0.890604,0.8906040191650391
sequential,c_mov,0.2,0.3,0.16666666666666666,2,rrg,1,0.37344828,0.37344828,0.0,1,0.26081032,0.24163467,0,1.083118,1.083117961883545
sequential,c_mov,0.2,0.3,0.3333333333333333,2,rrg,4,0.19994304,0.19994304,0.0,1,0.13329811,0.0942501,0,0.77466285,0.7746628522872925
sequential,c_mov,0.2,0.3,0.5,2,rrg,0,0.99944293,0.99944293,0.0,1,0.0398773,0.05634647,1,0.577549,0.5775489807128906
sequential,c_mov,0.2,0.3,0.6666666666666666,2,rrg,5,0.19977213,0.19977213,0.0,1,0.040337536,0.05689617,0,0.52419436,0.5241943597793579
sequential,c_mov,0.2,0.3,0.8333333333333334,2,rrg,3,0.05646126,0.05646126,0.0,1,0.3327758,0.47032443,0,0.35984507,0.3598450720310211
sequential,ov,0.3,0.3,0.0,2,rrg,1,0.29915348,0.29915348,0.0,1,0.29915366,3.4412757e-08,0,1.0341203,1.0341203212738037
sequential,ov,0.3,0.3,0.16666666666666666,2,rrg,4,0.29915363,0.29915363,0.0,1,0.22721344,0.10173863,0,0.8584137,0.8584136962890625
sequential,ov,0.3,0.3,0.3333333333333333,2,rrg,0,0.15669675,0.15669675,0.0,1,0.19979125,0.1411181,0,1.5163893,1.51638925075531
sequential,ov,0.3,0.3,0.5,2,rrg,5,0.29957685,0.29957685,0.0,1,0.15288346,0.1037742,1,1.0420156,1.042015552520752
sequential,ov,0.3,0.3,0.6666666666666666,2,rrg,2,0.13260892,0.13260892,0.0,1,0.12515992,0.1271323,0,0.68495476,0.6849547624588013
sequential,ov,0.3,0.3,0.8333333333333334,2,rrg,3,0.29957685,0.29957685,0.0,1,0.3605686,0.45215702,0,0.6362104,0.6362103819847107
sequential,mov,0.3,0.3,0.0,2,rrg,1,0.29915348,0.29915348,0.0,1,0.29915366,3.4412757e-08,0,1.0341203,1.0341203212738037
sequential,mov,0.3,0.3,0.16666666666666666,2,rrg,3,0.29915363,0.29915363,0.0,1,0.29915357,6.438037e-08,0,0.92055,0.9205499887466431
sequential,mov,0.3,0.3,0.3333333333333333,2,rrg,5,0.29957685,0.29957685,0.0,1,0.21986805,0.21907042,1,0.6589345,0.658934473991394
sequential,mov,0.3,0.3,0.5,2,rrg,4,0.29957682,0.29957682,0.0,1,0.38675663,0.17427425,0,0.4665569,0.4665569067001343
sequential,mov,0.3,0.3,0.6666666666666666,2,rrg,2,0.39344147,0.39344147,0.0,1,0.056011047,0.07901981,0,0.5002092,0.5002092123031616
sequential,mov,0.3,0.3,0.8333333333333334,2,rrg,0,0.9919371,0.9919371,0.0,1,0.33323815,0.47115532,0,0.17399527,0.1739952713251114
sequential,c_mov,0.3,0.3,0.0,2,rrg,5,0.29915366,0.29915366,0.0,1,0.29915354,6.203848e-08,1,0.44926548,0.4492654800415039
sequential,c_mov,0.3,0.3,0.16666666666666666,2,rrg,2,0.29915363,0.29915363,0.0,1,0.29915366,0.0,0,0.60126764,0.6012676358222961
sequential,c_mov,0.3,0.3,0.3333333333333333,2,rrg,3,0.29978842,0.29978842,0.0,1,0.43309522,0.41847697,0,0.33768857,0.3376885652542114
sequential,c_mov,0.3,0.3,0.5,2,rrg,0,0.9949073,0.9949073,0.0,1,0.4331657,0.4187855,0,0.3727667,0.3727667033672333
sequential,c_mov,0.3,0.3,0.6666666666666666,2,rrg,1,0.99222624,0.99222624,0.0,1,0.43309537,0.41847712,0,0.6955855,0.6955854892730713
sequential,c_mov,0.3,0.3,0.8333333333333334,2,rrg,4,0.29957685,0.29957685,0.0,1,0.092745684,0.09354793,0,0.5501233,0.5501232743263245
sequential,ov,0.1,0.3,0.0,3,rrg,4,0.09998373,0.09998373,0.0,1,0.09998372,6.083374e-09,1,0.51663303,0.5166330337524414
sequential,ov,0.1,0.3,0.16666666666666666,3,rrg,5,0.09996745,0.09996745,0.0,1,0.39938152,0.4234355,0,0.32139573,0.32139572501182556
sequential,ov,0.1,0.3,0.3333333333333333,3,rrg,1,0.11545664,0.11545664,0.0,1,0.07938901,0.0581335,1,0.50024295,0.5002429485321045
sequential,ov,0.1,0.3,0.5,3,rrg,2,0.099934906,0.099934906,0.0,1,0.7018067,0.41664478,0,0.4010312,0.4010311961174011
sequential,ov,0.1,0.3,0.6666666666666666,3,rrg,3,0.09470905,0.09470905,0.0,1,0.3787471,0.44162044,0,0.07492101,0.07492101192474365
sequential,ov,0.1,0.3,0.8333333333333334,3,rrg,0,0.9569451,0.9569451,0.0,1,0.33327156,0.47081512,0,0.049985155,0.04998515546321869
sequential,mov,0.1,0.3,0.0,3,rrg,5,0.099983715,0.099983715,0.0,1,0.09998372,9.618658e-09,0,0.45447198,0.45447197556495667
sequential,mov,0.1,0.3,0.16666666666666666,3,rrg,0,0.24094574,0.24094574,0.0,1,0.2404142,0.07904511,0,1.6630834,1.6630834341049194
sequential,mov,0.1,0.3,0.3333333333333333,3,rrg,2,0.15428655,0.15428655,0.0,1,0.19954093,0.044341244,0,0.78602654,0.7860265374183655
sequential,mov,0.1,0.3,0.5,3,rrg,3,0.25910664,0.25910664,0.0,1,0.15544926,0.11916028,0,0.70045435,0.7004543542861938
sequential,mov,0.1,0.3,0.6666666666666666,3,rrg,4,0.22202858,0.22202858,0.0,1,6.863566e-05,1.8023533e-05,1,0.5058255,0.5058255195617676
sequential,mov,0.1,0.3,0.8333333333333334,3,rrg,1,0.35517085,0.35517085,0.0,1,0.07363896,0.1039178,1,0.48822933,0.48822933435440063
sequential,c_mov,0.1,0.3,0.0,3,rrg,0,0.09998366,0.09998366,0.0,1,0.09998372,9.618658e-09,0,1.3814237,1.3814237117767334
sequential,c_mov,0.1,0.3,0.16666666666666666,3,rrg,5,0.0999349,0.0999349,0.0,1,0.0999349,1.4901161e-08,0,1.1774547,1.1774547100067139
sequential,c_mov,0.1,0.3,0.3333333333333333,3,rrg,3,0.3691715,0.3691715,0.0,1,0.11957925,0.09095355,0,0.8085173,0.8085172772407532
sequential,c_mov,0.1,0.3,0.5,3,rrg,2,0.21406464,0.21406464,0.0,1,0.32231963,0.095894106,0,0.6176374,0.6176373958587646
sequential,c_mov,0.1,0.3,0.6666666666666666,3,rrg,4,0.22202858,0.22202858,0.0,1,6.863566e-05,1.8023533e-05,1,0.5058255,0.5058255195617676
sequential,c_mov,0.1,0.3,0.8333333333333334,3,rrg,1,0.35517085,0.35517085,0.0,1,0.07363896,0.1039178,1,0.48822933,0.48822933435440063
sequential,ov,0.2,0.3,0.0,3,rrg,0,0.19977191,0.19977191,0.0,1,0.19977199,1.4214802e-07,0,1.930491,1.9304909706115723
sequential,ov,0.2,0.3,0.16666666666666666,3,rrg,1,0.19954409,0.19954409,0.0,1,0.16080725,0.054782365,0,1.0726665,1.0726665258407593
sequential,ov,0.2,0.3,0.3333333333333333,3,rrg,5,0.19977216,0.19977216,0.0,1,0.20767136,0.011171244,0,1.0178384,1.0178383588790894
sequential,ov,0.2,0.3,0.5,3,rrg,4,0.050467946,0.050467946,0.0,1,0.011688986,0.016300544,0,0.8337506,0.8337506055831909
sequential,ov,0.2,0.3,0.6666666666666666,3,rrg,2,0.14598984,0.14598984,0.0,1,0.084436804,0.09904701,1,0.5653408,0.5653408169746399
sequential,ov,0.2,0.3,0.8333333333333334,3,rrg,3,0.043919545,0.043919545,0.0,1,0.33281213,0.47050717,0,0.3286652,0.32866519689559937
sequential,mov,0.2,0.3,0.0,3,rrg,2,0.19977202,0.19977202,0.0,1,0.19977193,9.846801e-08,1,0.9133727,0.9133726954460144
sequential,mov,0.2,0.3,0.16666666666666666,3,rrg,4,0.19977212,0.19977212,0.0,1,0.19977207,6.608235e-08,0,0.7473236,0.7473235726356506
sequential,mov,0.2,0.3,0.3333333333333333,3,rrg,0,0.265765,0.265765,0.0,1,0.45826542,0.38191336,0,1.2669699,1.266969919204712
sequential,mov,0.2,0.3,0.5,3,rrg,5,0.19988607,0.19988607,0.0,1,0.08470881,0.062271032,0,0.73269594,0.7326959371566772
sequential,mov,0.2,0.3,0.6666666666666666,3,rrg,3,0.06715998,0.06715998,0.0,1,0.332854,0.47047755,0,0.82281554,0.8228155374526978
sequential,mov,0.2,0.3,0.8333333333333334,3,rrg,1,0.1280233,0.1280233,0.0,1,0.3623081,0.45109507,0,0.30301163,0.30301162600517273
sequential,c_mov,0.2,0.3,0.0,3,rrg,1,0.19977179,0.19977179,0.0,1,0.19977205,9.9589116e-08,0,1.00347,1.0034699440002441
sequential,c_mov,0.2,0.3,0.16666666666666666,3,rrg,3,0.199943,0.199943,0.0,1,0.199943,1.2166748e-08,0,0.8852617,0.8852617144584656
sequential,c_mov,0.2,0.3,0.3333333333333333,3,rrg,2,0.2279806,0.2279806,0.0,1,0.3330597,0.47094965,1,0.67860615,0.6786061525344849
sequential,c_mov,0.2,0.3,0.5,3,rrg,0,0.9942901,0.9942901,0.0,1,0.399428,0.4311626,0,0.6540177,0.6540176868438721
sequential,c_mov,0.2,0.3,0.6666666666666666,3,rrg,5,0.19977215,0.19977215,0.0,1,0.14110093,0.10019861,0,0.63131833,0.6313183307647705
sequential,c_mov,0.2,0.3,0.8333333333333334,3,rrg,4,0.047807455,0.047807455,0.0,1,0.00012876322,4.8079295e-05,0,0.3739693,0.37396928668022156
sequential,ov,0.3,0.3,0.0,3,rrg,3,0.29915363,0.29915363,0.0,1,0.29915354,1.154239e-07,1,0.86755395,0.8675539493560791
sequential,ov,0.3,0.3,0.16666666666666666,3,rrg,0,0.29915342,0.29915342,0.0,1,0.5315754,0.3286941,1,1.8086646,1.8086645603179932
sequential,ov,0.3,0.3,0.3333333333333333,3,rrg,1,0.29957673,0.29957673,0.0,1,0.5324545,0.32933873,1,1.1738565,1.173856496810913
sequential,ov,0.3,0.3,0.5,3,rrg,2,0.29915357,0.29915357,0.0,1,0.76399726,0.3286941,1,0.91571456,0.9157145619392395
sequential,ov,0.3,0.3,0.6666666666666666,3,rrg,4,0.2991536,0.2991536,0.0,1,0.76399726,0.32869408,0,0.25641,0.25641000270843506
sequential,ov,0.3,0.3,0.8333333333333334,3,rrg,5,0.29915366,0.29915366,0.0,1,0.6643453,0.46962315,1,0.059444755,0.05944475531578064
sequential,mov,0.3,0.3,0.0,3,rrg,1,0.29915345,0.29915345,0.0,1,0.29915357,1.1669934e-07,1,1.1575615,1.1575615406036377
sequential,mov,0.3,0.3,0.16666666666666666,3,rrg,5,0.29957682,0.29957682,0.0,1,0.5324545,0.32933873,1,0.5934298,0.5934298038482666
sequential,mov,0.3,0.3,0.3333333333333333,3,rrg,3,0.29915366,0.29915366,0.0,1,0.2991536,5.1619136e-08,1,0.66326374,0.663263738155365
sequential,mov,0.3,0.3,0.5,3,rrg,2,0.2991536,0.2991536,0.0,1,0.99641913,5.9604645e-08,1,0.5783394,0.5783393979072571
sequential,mov,0.3,0.3,0.6666666666666666,3,rrg,4,0.29915363,0.29915363,0.0,1,0.76399726,0.3286941,0,0.18695283,0.18695282936096191
sequential,mov,0.3,0.3,0.8333333333333334,3,rrg,0,0.45066708,0.45066708,0.0,1,0.6643736,0.46958327,1,0.37580016,0.37580016255378723
sequential,c_mov,0.3,0.3,0.0,3,rrg,1,0.29915345,0.29915345,0.0,1,0.29915357,1.1669934e-07,1,1.1575615,1.1575615406036377
sequential,c_mov,0.3,0.3,0.16666666666666666,3,rrg,3,0.29957682,0.29957682,0.0,1,0.29957685,2.9802322e-08,1,0.90141964,0.9014196395874023
sequential,c_mov,0.3,0.3,0.3333333333333333,3,rrg,0,0.29915354,0.29915354,0.0,1,0.76399726,0.32869408,1,1.4512211,1.4512211084365845
sequential,c_mov,0.3,0.3,0.5,3,rrg,2,0.29915357,0.29915357,0.0,1,0.76399726,0.3286941,1,0.91571456,0.9157145619392395
sequential,c_mov,0.3,0.3,0.6666666666666666,3,rrg,4,0.2991536,0.2991536,0.0,1,0.76399726,0.32869408,0,0.25641,0.25641000270843506
sequential,c_mov,0.3,0.3,0.8333333333333334,3,rrg,5,0.29915366,0.29915366,0.0,1,0.6643453,0.46962315,1,0.059444755,0.05944475531578064
sequential,ov,0.1,0.3,0.0,4,rrg,1,0.09996745,0.09996745,0.0,1,0.09996744,4.3015946e-09,0,0.6559721,0.6559721231460571
sequential,ov,0.1,0.3,0.16666666666666666,4,rrg,5,0.09993491,0.09993491,0.0,1,0.094401024,0.007826032,0,0.9497298,0.9497298002243042
sequential,ov,0.1,0.3,0.3333333333333333,4,rrg,4,0.09996746,0.09996746,0.0,1,0.3030768,0.14362,0,0.7315999,0.7315999269485474
sequential,ov,0.1,0.3,0.5,4,rrg,0,0.4807235,0.4807235,0.0,1,0.025776634,0.036208525,1,1.1514893,1.1514892578125
sequential,ov,0.1,0.3,0.6666666666666666,4,rrg,2,0.056383673,0.056383673,0.0,1,0.35941556,0.45288178,0,0.6838763,0.6838762760162354
sequential,ov,0.1,0.3,0.8333333333333334,4,rrg,3,0.10407664,0.10407664,0.0,1,0.01186535,0.016651986,0,0.44889683,0.4488968253135681
sequential,mov,0.1,0.3,0.0,4,rrg,4,0.09996745,0.09996745,0.0,1,0.09996744,6.083374e-09,0,0.3905214,0.39052140712738037
sequential,mov,0.1,0.3,0.16666666666666666,4,rrg,2,0.12633263,0.12633263,0.0,1,0.20949042,0.15401751,0,0.78506124,0.785061240196228
sequential,mov,0.1,0.3,0.3333333333333333,4,rrg,0,0.450616,0.450616,0.0,1,0.033346187,0.04712992,1,1.180491,1.1804909706115723
sequential,mov,0.1,0.3,0.5,4,rrg,5,0.099967465,0.099967465,0.0,1,0.37157607,0.44306707,0,0.19281769,0.19281768798828125
sequential,mov,0.1,0.3,0.6666666666666666,4,rrg,1,0.08241549,0.08241549,0.0,1,0.03449351,0.048707344,0,0.07524646,0.07524646073579788
sequential,mov,0.1,0.3,0.8333333333333334,4,rrg,3,0.10407664,0.10407664,0.0,1,0.01186535,0.016651986,0,0.44889683,0.4488968253135681
sequential,c_mov,0.1,0.3,0.0,4,rrg,4,0.09996745,0.09996745,0.0,1,0.09996744,6.083374e-09,0,0.3905214,0.39052140712738037
sequential,c_mov,0.1,0.3,0.16666666666666666,4,rrg,5,0.09999592,0.09999592,0.0,1,0.25215086,0.097415626,0,0.24565424,0.24565424025058746
sequential,c_mov,0.1,0.3,0.3333333333333333,4,rrg,0,0.35706773,0.35706773,0.0,1,0.024343366,0.034300428,1,1.2508539,1.2508538961410522
sequential,c_mov,0.1,0.3,0.5,4,rrg,3,0.08727964,0.08727964,0.0,1,0.052927673,0.07474954,0,0.43687767,0.43687766790390015
sequential,c_mov,0.1,0.3,0.6666666666666666,4,rrg,2,0.05877304,0.05877304,0.0,1,0.6585558,0.46567062,0,0.35721588,0.35721588134765625
sequential,c_mov,0.1,0.3,0.8333333333333334,4,rrg,1,0.96894604,0.96894604,0.0,1,0.00014677265,0.00013016336,0,0.0051097814,0.00510978139936924
sequential,ov,0.2,0.3,0.0,4,rrg,0,0.19954422,0.19954422,0.0,1,0.19954427,1.2166748e-08,0,1.9296559,1.929655909538269
sequential,ov,0.2,0.3,0.16666666666666666,4,rrg,3,0.19977215,0.19977215,0.0,1,0.1609592,0.054889787,0,0.90510654,0.9051065444946289
sequential,ov,0.2,0.3,0.3333333333333333,4,rrg,2,0.19977209,0.19977209,0.0,1,0.16381358,0.050853085,0,0.6508606,0.650860607624054
sequential,ov,0.2,0.3,0.5,4,rrg,5,0.19988607,0.19988607,0.0,1,0.33996782,0.46621245,1,0.5712611,0.5712611079216003
sequential,ov,0.2,0.3,0.6666666666666666,4,rrg,1,0.9983913,0.9983913,0.0,1,0.33284006,0.47048742,0,0.1911289,0.1911288946866989
sequential,ov,0.2,0.3,0.8333333333333334,4,rrg,4,0.19977215,0.19977215,0.0,1,0.008749347,0.012143267,0,0.499809,0.49980899691581726
sequential,mov,0.2,0.3,0.0,4,rrg,2,0.19954422,0.19954422,0.0,1,0.19954427,2.7205674e-08,0,0.75621414,0.7562141418457031
sequential,mov,0.2,0.3,0.16666666666666666,4,rrg,5,0.1997721,0.1997721,0.0,1,0.39972916,0.43176144,1,0.42799807,0.42799806594848633
sequential,mov,0.2,0.3,0.3333333333333333,4,rrg,4,0.1997721,0.1997721,0.0,1,0.13320406,0.09414144,0,0.4291522,0.4291521906852722
sequential,mov,0.2,0.3,0.5,4,rrg,3,0.19321336,0.19321336,0.0,1,0.41019288,0.42717534,0,0.22266226,0.22266225516796112
sequential,mov,0.2,0.3,0.6666666666666666,4,rrg,0,0.060440768,0.060440768,0.0,1,0.3332131,0.47117302,0,0.17107947,0.17107947170734406
sequential,mov,0.2,0.3,0.8333333333333334,4,rrg,1,0.998391,0.998391,0.0,1,0.33284006,0.47048742,0,0.111973055,0.11197305470705032
sequential,c_mov,0.2,0.3,0.0,4,rrg,3,0.19954428,0.19954428,0.0,1,0.19954424,2.1073424e-08,0,0.62109995,0.6210999488830566
sequential,c_mov,0.2,0.3,0.16666666666666666,4,rrg,0,0.51099205,0.51099205,0.0,1,0.13333587,0.094272286,0,1.653806,1.6538059711456299
sequential,c_mov,0.2,0.3,0.3333333333333333,4,rrg,5,0.19977215,0.19977215,0.0,1,0.10942703,0.06775323,1,0.7063091,0.7063090801239014
sequential,c_mov,0.2,0.3,0.5,4,rrg,4,0.19977215,0.19977215,0.0,1,0.078849114,0.08679063,0,0.5071126,0.5071126222610474
sequential,c_mov,0.2,0.3,0.6666666666666666,4,rrg,2,0.51183045,0.51183045,0.0,1,0.38429034,0.43865526,0,0.23643944,0.23643943667411804
sequential,c_mov,0.2,0.3,0.8333333333333334,4,rrg,1,0.998391,0.998391,0.0,1,0.33284006,0.47048742,0,0.111973055,0.11197305470705032
sequential,ov,0.3,0.3,0.0,4,rrg,0,0.29915357,0.29915357,0.0,1,0.29915366,7.694926e-08,0,2.166108,2.1661078929901123
sequential,ov,0.3,0.3,0.16666666666666666,4,rrg,2,0.29915363,0.29915363,0.0,1,0.22721355,0.10173867,0,0.9753082,0.9753081798553467
sequential,ov,0.3,0.3,0.3333333333333333,4,rrg,3,0.29957676,0.29957676,0.0,1,0.24523391,0.076852486,1,0.6669961,0.6669961214065552
sequential,ov,0.3,0.3,0.5,4,rrg,5,0.29957682,0.29957682,0.0,1,0.5154688,0.4081011,1,0.37890798,0.3789079785346985
sequential,ov,0.3,0.3,0.6666666666666666,4,rrg,1,0.5480344,0.5480344,0.0,1,0.43264982,0.41817525,0,0.6861858,0.6861857771873474
sequential,ov,0.3,0.3,0.8333333333333334,4,rrg,4,0.29957685,0.29957685,0.0,1,0.42003798,0.40882915,0,0.48050535,0.4805053472518921
sequential,mov,0.3,0.3,0.0,4,rrg,0,0.29915357,0.29915357,0.0,1,0.29915366,7.694926e-08,0,2.166108,2.1661078929901123
sequential,mov,0.3,0.3,0.16666666666666666,4,rrg,1,0.29915363,0.29915363,0.0,1,0.29915366,2.4333495e-08,0,1.047877,1.0478769540786743
sequential,mov,0.3,0.3,0.3333333333333333,4,rrg,3,0.29957682,0.29957682,0.0,1,0.22749567,0.10193817,1,1.155491,1.1554909944534302
sequential,mov,0.3,0.3,0.5,4,rrg,5,0.29957685,0.29957685,0.0,1,0.46037328,0.39041972,1,0.8866942,0.8866941928863525
sequential,mov,0.3,0.3,0.6666666666666666,4,rrg,2,0.29957685,0.29957685,0.0,1,0.3882921,0.4312769,0,0.87789655,0.8778965473175049
sequential,mov,0.3,0.3,0.8333333333333334,4,rrg,4,0.29957685,0.29957685,0.0,1,0.42003798,0.40882915,0,0.48050535,0.4805053472518921
sequential,c_mov,0.3,0.3,0.0,4,rrg,1,0.29915357,0.29915357,0.0,1,0.2991537,2.9802322e-08,0,1.0341204,1.0341204404830933
sequential,c_mov,0.3,0.3,0.16666666666666666,4,rrg,0,0.2995768,0.2995768,0.0,1,0.29957685,3.4412757e-08,0,2.0126016,2.012601613998413
sequential,c_mov,0.3,0.3,0.3333333333333333,4,rrg,4,0.29957682,0.29957682,0.0,1,0.15541448,0.101938166,0,1.1524264,1.1524263620376587
sequential,c_mov,0.3,0.3,0.5,4,rrg,2,0.29957685,0.29957685,0.0,1,0.1554145,0.10193817,0,0.9056843,0.9056842923164368
sequential,c_mov,0.3,0.3,0.6666666666666666,4,rrg,3,0.73767954,0.73767954,0.0,1,0.14356391,0.122560166,1,0.567951,0.5679510235786438
sequential,c_mov,0.3,0.3,0.8333333333333334,4,rrg,5,0.29957685,0.29957685,0.0,1,0.37644157,0.4428869,1,0.44576493,0.4457649290561676
